l_pre_spe,dpt,rec_mon,dep_mon,taux
06-TOTAL Radiologie,52,51938.94999999997,10374.070000000002,0.19973584371651734
06-TOTAL Radiologie,53,78539.48000000003,2508.540000000001,0.03193986005509586
06-TOTAL Radiologie,54,145956.7799999997,5184.23,0.03551893923666999
06-TOTAL Radiologie,55,54475.94999999994,6761.3099999999995,0.12411550418120303
06-TOTAL Radiologie,56,125283.08999999991,5269.359999999999,0.042059626722169785
06-TOTAL Radiologie,57,174253.3099999996,8250.410000000003,0.047347221123088125
06-TOTAL Radiologie,58,79131.59999999999,6893.870000000003,0.08711905231285609
06-TOTAL Radiologie,59,543976.37,23767.979999999992,0.043693037622204056
06-TOTAL Radiologie,60,153936.13000000006,27387.37999999999,0.17791391793466535
06-TOTAL Radiologie,61,65143.72,4919.450000000003,0.07551687253967078
06-TOTAL Radiologie,62,279105.3600000009,9446.510000000004,0.03384567748895963
06-TOTAL Radiologie,63,108281.54999999993,6330.000000000003,0.05845871249534207
06-TOTAL Radiologie,64,211215.05000000005,16418.370000000006,0.07773295510902278
06-TOTAL Radiologie,65,85994.30000000003,3144.9300000000007,0.03657137740524662
06-TOTAL Radiologie,66,166231.05999999965,5330.650000000002,0.03206771345860403
06-TOTAL Radiologie,67,149356.03999999983,6437.999999999999,0.04310505286562235
06-TOTAL Radiologie,68,119553.18999999987,12955.210000000006,0.10836356604119071
06-TOTAL Radiologie,69,231325.26000000033,46562.16000000005,0.2012843733537789
06-TOTAL Radiologie,70,56202.62000000004,1987.03,0.03535475748283618
06-TOTAL Radiologie,71,114799.24999999999,9698.860000000004,0.08448539515719837
06-TOTAL Radiologie,72,113741.75000000006,6394.960000000002,0.0562235063202386
06-TOTAL Radiologie,73,90020.44999999992,11248.63,0.1249563849103177
06-TOTAL Radiologie,74,142773.19000000015,27813.109999999982,0.1948062517899891
06-TOTAL Radiologie,75,430727.5900000015,178215.82999999987,0.41375531574376107
06-TOTAL Radiologie,76,272293.34000000096,12983.560000000005,0.047682253264071606
06-TOTAL Radiologie,77,211310.5000000002,49260.73000000001,0.23312012417745434
06-TOTAL Radiologie,78,225381.19000000026,70774.82,0.3140227451989224
06-TOTAL Radiologie,79,71834.32999999997,7560.14,0.10524410821399745
06-TOTAL Radiologie,80,116356.91999999994,5153.15,0.04428743902812143
06-TOTAL Radiologie,81,86665.15999999981,2280.65,0.02631564979514265
06-TOTAL Radiologie,82,88630.34999999999,2504.27,0.02825521957207661
06-TOTAL Radiologie,83,162503.47000000023,14857.77000000001,0.09143047837686166
06-TOTAL Radiologie,84,115086.93000000004,6108.509999999998,0.05307735639485732
06-TOTAL Radiologie,85,91193.61999999995,5824.579999999998,0.0638704769039764
06-TOTAL Radiologie,86,80254.81,8096.770000000004,0.10088828320695052
06-TOTAL Radiologie,87,87144.16999999991,5530.520000000001,0.06346402748456961
06-TOTAL Radiologie,88,85821.04999999997,4010.330000000001,0.04672897849653438
06-TOTAL Radiologie,89,76334.97000000003,7701.5700000000015,0.10089176690578379
06-TOTAL Radiologie,90,41041.79000000001,1041.49,0.025376329833567197
06-TOTAL Radiologie,91,208209.06000000032,56654.900000000016,0.2721058343954866
06-TOTAL Radiologie,92,251756.25000000023,96325.90999999999,0.3826157642561005
06-TOTAL Radiologie,93,290714.5500000008,49625.91000000003,0.17070322073662944
06-TOTAL Radiologie,94,261169.53000000073,67727.34000000007,0.2593232832329249
06-TOTAL Radiologie,95,234726.75000000012,47921.09000000001,0.2041569186298536
06-TOTAL Radiologie,971,171978.8000000001,14249.509999999986,0.08285620088057352
06-TOTAL Radiologie,972,109351.78999999989,11535.890000000003,0.10549338058389364
06-TOTAL Radiologie,973,55580.41999999992,2623.5099999999998,0.047202054248600564
06-TOTAL Radiologie,974,192873.05000000016,3318.7600000000007,0.017206965929143538
06-TOTAL Radiologie,976,27785.069999999996,703.3,0.025312155053055473
07-TOTAL Gynécologie,01,130639.37999999979,28082.37,0.21496098649580275
07-TOTAL Gynécologie,02,130863.20000000039,16852.510000000002,0.12877959579163548
07-TOTAL Gynécologie,03,81417.42999999986,14766.569999999996,0.1813686577923182
07-TOTAL Gynécologie,04,63430.91999999996,14322.999999999998,0.22580470218625248
07-TOTAL Gynécologie,05,32720.179999999975,5541.859999999999,0.16937131763945074
07-TOTAL Gynécologie,06,201389.74999999968,54215.78000000007,0.2692082392475295
07-TOTAL Gynécologie,07,77075.70999999992,12568.789999999999,0.16307070022449371
07-TOTAL Gynécologie,08,74921.86,6719.469999999999,0.08968637457745976
07-TOTAL Gynécologie,09,44321.44999999999,10022.490000000002,0.22613181653578582
07-TOTAL Gynécologie,10,76322.38999999993,13156.940000000006,0.1723863731206533
07-TOTAL Gynécologie,11,106019.08999999985,11478.990000000003,0.10827285916149648
07-TOTAL Gynécologie,12,65833.36,11338.220000000005,0.17222605681982517
07-TOTAL Gynécologie,13,319576.0100000001,68154.84999999992,0.2132664776683328
07-TOTAL Gynécologie,14,125016.01000000001,17645.599999999977,0.1411467219278553
07-TOTAL Gynécologie,15,42261.35999999996,5322.4900000000025,0.12594223186381148
07-TOTAL Gynécologie,16,114181.11999999988,15563.549999999987,0.13630580957692484
07-TOTAL Gynécologie,17,125283.04000000012,19693.989999999994,0.15719597800308785
07-TOTAL Gynécologie,18,72061.34999999992,13144.600000000006,0.18240846167883368
07-TOTAL Gynécologie,19,64181.64999999985,13181.17,0.20537287526886627
07-TOTAL Gynécologie,21,128454.09999999998,22196.109999999986,0.17279409532276502
07-TOTAL Gynécologie,22,101619.60999999996,8988.490000000005,0.0884523174218048
07-TOTAL Gynécologie,23,33260.13999999997,5103.0300000000025,0.15342779675611729
07-TOTAL Gynécologie,24,94236.25999999995,18188.489999999976,0.19300946366080302
07-TOTAL Gynécologie,25,123649.08999999987,14773.850000000011,0.11948207625304826
07-TOTAL Gynécologie,26,108453.1500000001,22150.019999999982,0.2042358382398295
07-TOTAL Gynécologie,27,107303.89000000004,21902.44999999999,0.2041160856330556
07-TOTAL Gynécologie,28,92841.36000000013,26355.25,0.2838740190794271
07-TOTAL Gynécologie,29,129648.91999999994,17443.92,0.13454736067219075
07-TOTAL Gynécologie,2A,75379.21999999993,7827.030000000005,0.10383538062611967
07-TOTAL Gynécologie,2B,85392.26000000001,18408.28999999997,0.21557328497922376
07-TOTAL Gynécologie,30,144016.38000000018,23671.209999999992,0.16436470629243674
07-TOTAL Gynécologie,31,221938.20999999953,44535.92,0.20066810487477615
07-TOTAL Gynécologie,32,53854.60999999994,9672.700000000006,0.17960765104417276
07-TOTAL Gynécologie,33,238947.42999999938,45187.88000000003,0.18911222439178418
07-TOTAL Gynécologie,34,219873.07999999952,35643.25000000001,0.16210829447606812
07-TOTAL Gynécologie,35,145672.76999999996,19705.419999999966,0.1352718150413421
07-TOTAL Gynécologie,36,56910.54000000001,11516.680000000008,0.2023646234950504
07-TOTAL Gynécologie,37,130845.88999999981,17130.089999999997,0.13091805940561085
07-TOTAL Gynécologie,38,204979.21999999962,42307.14999999998,0.20639726309818165
07-TOTAL Gynécologie,39,50968.48999999995,9893.8,0.19411601167701867
07-TOTAL Gynécologie,40,93313.34999999996,11432.750000000005,0.1225199824033754
07-TOTAL Gynécologie,41,79736.81999999995,12602.550000000005,0.15805182599456577
07-TOTAL Gynécologie,42,125319.04999999994,27336.209999999992,0.2181329175412677
07-TOTAL Gynécologie,43,54048.28999999992,8629.250000000004,0.1596581501468412
07-TOTAL Gynécologie,44,152216.18999999983,24185.57999999997,0.15888966870081295
07-TOTAL Gynécologie,45,145257.36999999997,27711.569999999978,0.19077565565175786
07-TOTAL Gynécologie,46,49559.86999999997,6579.320000000002,0.13275498906675917
07-TOTAL Gynécologie,47,96411.36999999995,15790.88,0.16378649115763014
07-TOTAL Gynécologie,48,25627.179999999993,7164.240000000004,0.27955631481887616
07-TOTAL Gynécologie,49,113639.93999999996,19619.570000000003,0.1726467824604625
07-TOTAL Gynécologie,50,111897.85000000005,12865.41000000001,0.11497459513297177
07-TOTAL Gynécologie,51,139499.67999999976,23474.939999999977,0.16827952580249658
07-TOTAL Gynécologie,52,53450.69,8837.680000000004,0.1653426737802637
07-TOTAL Gynécologie,53,52547.68999999996,9534.87,0.18145174412043627
07-TOTAL Gynécologie,54,164818.62000000008,24551.74999999996,0.1489622349707815
07-TOTAL Gynécologie,55,66719.20000000006,10195.96000000001,0.1528189786448279
07-TOTAL Gynécologie,56,118076.35999999997,19672.469999999994,0.16660803229367843
07-TOTAL Gynécologie,57,218005.43999999957,33301.61,0.1527558670095575
07-TOTAL Gynécologie,58,56805.86999999991,8550.730000000005,0.15052546506197367
07-TOTAL Gynécologie,59,543127.3400000024,114086.89,0.2100555092660213
07-TOTAL Gynécologie,60,133105.78000000017,31043.09999999997,0.23322127709254947
07-TOTAL Gynécologie,61,58638.41999999997,8995.650000000005,0.1534088060353606
07-TOTAL Gynécologie,62,234120.61999999988,37936.33,0.16203754286999592
07-TOTAL Gynécologie,63,137511.42999999993,25088.489999999994,0.18244657916800083
07-TOTAL Gynécologie,64,201669.6499999998,26321.099999999984,0.13051592046696175
07-TOTAL Gynécologie,65,86511.24999999996,9962.790000000006,0.11516178531693869
07-TOTAL Gynécologie,66,140046.72999999986,16051.900000000005,0.11461817066346369
07-TOTAL Gynécologie,67,192255.10000000006,53214.390000000014,0.27679052467268744
07-TOTAL Gynécologie,68,150293.01999999993,44906.93999999996,0.2987959121454874
07-TOTAL Gynécologie,69,244728.31999999983,67293.93,0.27497402017061223
07-TOTAL Gynécologie,70,66976.71999999994,10160.61,0.1517036068651915
07-TOTAL Gynécologie,71,101900.99000000002,24326.89999999999,0.2387307522723772
07-TOTAL Gynécologie,72,94911.19999999991,15768.38000000001,0.1661382429049472
07-TOTAL Gynécologie,73,93434.00999999994,18700.759999999987,0.20014938885744066
07-TOTAL Gynécologie,74,146925.9100000002,31531.050000000003,0.21460510266705143
07-TOTAL Gynécologie,75,391679.34000000556,188279.5700000002,0.4806982415768918
07-TOTAL Gynécologie,76,259442.68999999997,37889.36999999997,0.1460413858644465
07-TOTAL Gynécologie,77,207002.8099999997,51175.26000000001,0.24722012227756754
07-TOTAL Gynécologie,78,216126.87999999948,78636.24999999993,0.36384298889615263
07-TOTAL Gynécologie,79,81960.90999999986,11759.04,0.1434713206576162
07-TOTAL Gynécologie,80,115441.39000000004,16080.690000000008,0.13929743915938644
07-TOTAL Gynécologie,81,102773.38999999991,13984.790000000005,0.13607403628507356
07-TOTAL Gynécologie,82,95214.88999999991,14293.740000000003,0.15012084769514533
07-TOTAL Gynécologie,83,200966.8299999999,41022.44000000002,0.20412542706674547
07-TOTAL Gynécologie,84,158172.22999999986,28146.289999999968,0.17794710234533578
07-TOTAL Gynécologie,85,98478.02000000002,15155.950000000003,0.15390185545972593
07-TOTAL Gynécologie,86,105175.74,19351.929999999993,0.18399613827295147
07-TOTAL Gynécologie,87,75295.04999999993,9915.849999999995,0.13169325207965205
07-TOTAL Gynécologie,88,110812.08000000002,15972.740000000002,0.14414258806440597
07-TOTAL Gynécologie,89,80919.29999999989,18412.859999999968,0.22754596245889416
07-TOTAL Gynécologie,90,47621.289999999935,11621.860000000008,0.24404756780003278
07-TOTAL Gynécologie,91,231971.79999999967,66880.95999999998,0.28831504519083817
07-TOTAL Gynécologie,92,253505.43999999977,103919.27000000005,0.40992915181622985
07-TOTAL Gynécologie,93,286747.66,78495.82000000015,0.2737452853146218
07-TOTAL Gynécologie,94,253943.81000000067,89374.69000000008,0.3519467160865226
07-TOTAL Gynécologie,95,270359.2299999998,73024.77999999991,0.27010278139939947
07-TOTAL Gynécologie,971,171876.75999999978,19908.070000000003,0.11582758483462237
07-TOTAL Gynécologie,972,133553.05999999988,18183.92,0.13615502332930457
07-TOTAL Gynécologie,973,110460.59999999993,8151.8,0.07379825928883245
07-TOTAL Gynécologie,974,254931.82999999996,30834.939999999973,0.12095366828065361
07-TOTAL Gynécologie,976,31288.40999999998,6041.499999999996,0.19309066839765907
08-Gastro-entérologie et hépatologie,01,61307.43999999992,10481.840000000002,0.1709717450280099
08-Gastro-entérologie et hépatologie,02,64293.89999999991,7788.380000000001,0.12113715298029848
08-Gastro-entérologie et hépatologie,03,41467.53999999997,1998.9799999999998,0.04820589791436871
08-Gastro-entérologie et hépatologie,04,35580.10999999999,1168.18,0.0328323886575955
08-Gastro-entérologie et hépatologie,05,30170.689999999984,1034.73,0.03429586794335829
08-Gastro-entérologie et hépatologie,06,97463.50999999997,20322.87,0.20851773140532293
08-Gastro-entérologie et hépatologie,07,37165.57999999997,5084.7300000000005,0.13681287901332373
08-Gastro-entérologie et hépatologie,08,51884.10999999997,6536.910000000001,0.12599059712116106
08-Gastro-entérologie et hépatologie,09,25095.100000000017,1733.42,0.06907404234292747
08-Gastro-entérologie et hépatologie,10,57596.63999999998,10785.69,0.18726248614502522
08-Gastro-entérologie et hépatologie,11,53691.17999999999,10322.160000000002,0.19225057076413674
08-Gastro-entérologie et hépatologie,12,39365.71999999998,1270.8899999999999,0.032284180246163426
08-Gastro-entérologie et hépatologie,13,156205.91999999937,12894.99,0.08255122469110039
08-Gastro-entérologie et hépatologie,14,63665.05000000007,4761.6500000000015,0.0747922133101285
08-Gastro-entérologie et hépatologie,15,38333.15999999998,670.17,0.01748277470472041
08-Gastro-entérologie et hépatologie,16,52439.72000000003,4452.5,0.08490701323348022
08-Gastro-entérologie et hépatologie,17,65190.109999999986,10975.259999999997,0.16835774629004305
08-Gastro-entérologie et hépatologie,18,48560.809999999954,6505.860000000001,0.13397346543436994
08-Gastro-entérologie et hépatologie,19,37985.1,6203.06,0.16330245280386257
08-Gastro-entérologie et hépatologie,21,77149.18999999993,6654.790000000002,0.08625871509474056
08-Gastro-entérologie et hépatologie,22,66436.13,3690.470000000001,0.05554914170948851
08-Gastro-entérologie et hépatologie,23,24138.160000000003,5291.7,0.2192254919181909
08-Gastro-entérologie et hépatologie,24,48478.19000000002,6070.0199999999995,0.12521135793229898
08-Gastro-entérologie et hépatologie,25,65578.18999999994,3849.2500000000005,0.0586971064617673
08-Gastro-entérologie et hépatologie,26,54376.76999999996,10530.98,0.19366689121108163
08-Gastro-entérologie et hépatologie,27,52323.43999999995,8805.920000000002,0.16829780304964678
08-Gastro-entérologie et hépatologie,28,57394.829999999965,11694.63,0.203757550984993
08-Gastro-entérologie et hépatologie,29,89660.81999999989,1502.62,0.016758936623599938
08-Gastro-entérologie et hépatologie,2A,74119.93999999999,5811.229999999998,0.07840305861013917
08-Gastro-entérologie et hépatologie,2B,54093.649999999965,1210.4099999999999,0.022376193878579104
08-Gastro-entérologie et hépatologie,30,101043.90999999997,13867.099999999995,0.13723835508740703
08-Gastro-entérologie et hépatologie,31,156382.39999999988,10291.740000000002,0.06581137007745123
08-Gastro-entérologie et hépatologie,32,42112.55999999999,3973.84,0.09436234700526401
08-Gastro-entérologie et hépatologie,33,156461.15999999995,18006.089999999986,0.11508344946439099
08-Gastro-entérologie et hépatologie,34,132617.00999999986,15916.889999999994,0.12002148140724941
08-Gastro-entérologie et hépatologie,35,91353.57999999991,1512.7999999999995,0.016559832685265327
08-Gastro-entérologie et hépatologie,36,38679.57999999998,3301.7700000000004,0.0853620954519155
08-Gastro-entérologie et hépatologie,37,74261.40999999993,4740.500000000001,0.06383530827114656
08-Gastro-entérologie et hépatologie,38,99577.16999999994,16710.339999999982,0.16781296355379444
08-Gastro-entérologie et hépatologie,39,36213.549999999996,2647.07,0.07309612009869236
08-Gastro-entérologie et hépatologie,40,56569.78999999997,4383.200000000001,0.07748305235002645
08-Gastro-entérologie et hépatologie,41,41242.600000000006,2983.46,0.07233928025876156
08-Gastro-entérologie et hépatologie,42,76690.13999999996,7269.590000000002,0.09479171637970678
08-Gastro-entérologie et hépatologie,43,32577.79,934.3,0.028679047903494986
08-Gastro-entérologie et hépatologie,44,114776.68000000001,6542.0599999999995,0.05699816373848764
08-Gastro-entérologie et hépatologie,45,67108.22999999994,8346.44,0.12437282282664895
08-Gastro-entérologie et hépatologie,46,35930.50999999998,3828.160000000001,0.10654343620505256
08-Gastro-entérologie et hépatologie,47,60500.21999999992,7029.800000000006,0.11619461879642776
08-Gastro-entérologie et hépatologie,48,16866.870000000006,857.8299999999999,0.05085887304520635
08-Gastro-entérologie et hépatologie,49,71478.86000000003,7727.410000000002,0.10810762790564929
08-Gastro-entérologie et hépatologie,50,52264.52999999995,1685.03,0.03224041237910303
08-Gastro-entérologie et hépatologie,51,84229.93999999996,15092.719999999998,0.17918474119772618
08-Gastro-entérologie et hépatologie,52,31773.779999999973,943.0799999999999,0.02968107666132266
08-Gastro-entérologie et hépatologie,53,32325.66000000001,438.14999999999986,0.01355424761628996
08-Gastro-entérologie et hépatologie,54,112375.85999999988,9824.850000000002,0.08742847440722601
08-Gastro-entérologie et hépatologie,55,43533.15999999997,544.28,0.012502653149920667
08-Gastro-entérologie et hépatologie,56,63787.99999999998,1004.42,0.01574622185991096
08-Gastro-entérologie et hépatologie,57,88156.62000000001,6707.709999999999,0.07608855693423816
08-Gastro-entérologie et hépatologie,58,34942.090000000004,1561.54,0.04468937032673202
08-Gastro-entérologie et hépatologie,59,282220.8200000004,42499.750000000015,0.1505904135633932
08-Gastro-entérologie et hépatologie,60,75161.17,8481.360000000002,0.11284230939992024
08-Gastro-entérologie et hépatologie,61,35832.359999999964,1073.04,0.029946115745655633
08-Gastro-entérologie et hépatologie,62,176168.16000000006,9452.42,0.05365566626795669
08-Gastro-entérologie et hépatologie,63,73987.00999999998,11085.180000000006,0.14982603027207084
08-Gastro-entérologie et hépatologie,64,108421.08999999984,10341.74,0.09538494770712981
08-Gastro-entérologie et hépatologie,65,43083.919999999984,925.8499999999998,0.021489455926944442
08-Gastro-entérologie et hépatologie,66,69748.20999999989,4191.209999999999,0.06009057436742829
08-Gastro-entérologie et hépatologie,67,100147.33999999994,20980.71,0.2094984250205748
08-Gastro-entérologie et hépatologie,68,79663.80000000002,12665.619999999999,0.15898839874572887
08-Gastro-entérologie et hépatologie,69,137194.4,24397.039999999994,0.17782824954954426
08-Gastro-entérologie et hépatologie,70,40779.13999999994,1291.1799999999998,0.031662756988009105
08-Gastro-entérologie et hépatologie,71,54130.43999999994,7801.080000000001,0.1441163234586678
08-Gastro-entérologie et hépatologie,72,56629.97999999996,3325.7000000000003,0.058726843979107934
08-Gastro-entérologie et hépatologie,73,59625.62999999993,5956.690000000001,0.09990150208895081
08-Gastro-entérologie et hépatologie,74,69114.70999999993,11987.069999999998,0.17343731891517752
08-Gastro-entérologie et hépatologie,75,164654.67,66711.9300000001,0.4051626959624048
08-Gastro-entérologie et hépatologie,76,149290.3199999998,5248.220000000002,0.035154456096014856
08-Gastro-entérologie et hépatologie,77,82961.27999999994,21599.74,0.2603592905027504
08-Gastro-entérologie et hépatologie,78,94494.8599999999,22706.679999999993,0.2402953980777369
08-Gastro-entérologie et hépatologie,79,34714.56999999997,1093.3099999999997,0.0314942688329425
08-Gastro-entérologie et hépatologie,80,82929.71999999997,6596.680000000001,0.0795454271399928
08-Gastro-entérologie et hépatologie,81,77991.29000000004,1716.77,0.0220123298383704
08-Gastro-entérologie et hépatologie,82,56010.80999999997,5302.290000000002,0.09466547618218706
08-Gastro-entérologie et hépatologie,83,109607.38000000006,13269.319999999998,0.12106228613438247
08-Gastro-entérologie et hépatologie,84,61970.25999999995,10098.310000000001,0.16295413316000304
08-Gastro-entérologie et hépatologie,85,63405.559999999976,5311.18,0.08376520923401674
08-Gastro-entérologie et hépatologie,86,45912.83000000002,3619.1600000000003,0.0788267680297642
08-Gastro-entérologie et hépatologie,87,49347.41000000001,1324.5,0.026840314415690705
08-Gastro-entérologie et hépatologie,88,48381.81999999998,4853.380000000001,0.10031412625651542
08-Gastro-entérologie et hépatologie,89,47117.69,8017.45,0.17015795978113527
08-Gastro-entérologie et hépatologie,90,32733.08,1809.78,0.05528902260343359
08-Gastro-entérologie et hépatologie,91,85045.79999999992,16753.959999999992,0.19699926392602585
08-Gastro-entérologie et hépatologie,92,96577.74999999999,36027.990000000005,0.37304648327383905
08-Gastro-entérologie et hépatologie,93,96542.97999999998,21183.070000000003,0.21941595339195047
08-Gastro-entérologie et hépatologie,94,100040.97000000002,27393.21000000001,0.2738199159804229
08-Gastro-entérologie et hépatologie,95,86281.96999999987,21434.989999999998,0.24842953863941714
08-Gastro-entérologie et hépatologie,971,70242.97999999995,7992.130000000001,0.11377834482534777
08-Gastro-entérologie et hépatologie,972,34246.42999999999,3261.2799999999997,0.09522978015518699
08-Gastro-entérologie et hépatologie,973,35438.35999999998,1852.7399999999998,0.05228063601137301
08-Gastro-entérologie et hépatologie,974,91218.12999999984,1128.63,0.012372869296925973
08-Gastro-entérologie et hépatologie,976,1915.7099999999998,62.44,0.03259365979193093
09-TOTAL Médecine Interne,01,44173.650000000016,5763.819999999999,0.13048095414347685
09-TOTAL Médecine Interne,02,64881.31000000002,4361.010000000002,0.06721519648724726
09-TOTAL Médecine Interne,03,31750.729999999974,402.0,0.01266112621662558
09-TOTAL Médecine Interne,04,39611.60999999999,1131.53,0.02856561498005257
09-TOTAL Médecine Interne,05,12322.339999999998,239.05,0.019399724402994888
09-TOTAL Médecine Interne,06,152062.59999999977,12134.710000000003,0.07980075311089
09-TOTAL Médecine Interne,07,17142.81000000001,447.40000000000003,0.02609840510394736
09-TOTAL Médecine Interne,08,28547.030000000013,248.78,0.008714741953891521
09-TOTAL Médecine Interne,09,17830.859999999997,198.05,0.011107147944630828
09-TOTAL Médecine Interne,10,20487.61,834.04,0.040709482462815326
09-TOTAL Médecine Interne,11,35783.71,725.3699999999999,0.020270955694644294
09-TOTAL Médecine Interne,12,17028.94,199.01,0.011686575911360308
09-TOTAL Médecine Interne,13,211248.96000000005,16531.239999999998,0.07825477578682515
09-TOTAL Médecine Interne,14,43278.54999999998,2508.620000000001,0.05796451128792443
09-TOTAL Médecine Interne,15,8661.449999999999,94.0,0.01085268632850158
09-TOTAL Médecine Interne,16,27932.650000000005,231.07999999999998,0.008272756075775121
09-TOTAL Médecine Interne,17,29252.750000000004,977.39,0.03341190144516327
09-TOTAL Médecine Interne,18,21042.470000000012,585.8199999999999,0.027839887617755882
09-TOTAL Médecine Interne,19,13746.499999999998,194.76999999999998,0.014168697486632962
09-TOTAL Médecine Interne,21,45683.33000000001,1859.06,0.04069449403097365
09-TOTAL Médecine Interne,22,46800.69999999998,892.75,0.019075569382509244
09-TOTAL Médecine Interne,23,12319.529999999997,586.05,0.0475708083019401
09-TOTAL Médecine Interne,24,41169.759999999995,1311.5799999999997,0.03185784906202999
09-TOTAL Médecine Interne,25,16107.940000000002,265.81000000000006,0.016501799733547557
09-TOTAL Médecine Interne,26,13976.069999999996,624.08,0.044653468392759924
09-TOTAL Médecine Interne,27,56317.51999999998,2546.5600000000004,0.04521790022003812
09-TOTAL Médecine Interne,28,37465.159999999974,5193.1500000000015,0.13861278051394962
09-TOTAL Médecine Interne,29,39354.09999999998,460.18999999999994,0.011693571953112896
09-TOTAL Médecine Interne,2A,22141.110000000004,1853.18,0.08369860408985817
09-TOTAL Médecine Interne,2B,69050.82999999996,693.4799999999999,0.010043036412451528
09-TOTAL Médecine Interne,30,69622.86999999995,4513.36,0.06482582519221058
09-TOTAL Médecine Interne,31,87334.88999999988,2790.7300000000014,0.03195435409605491
09-TOTAL Médecine Interne,32,22705.919999999987,371.02,0.01634023197474492
09-TOTAL Médecine Interne,33,62058.89999999998,4025.530000000001,0.06486628025955991
09-TOTAL Médecine Interne,34,156571.53999999998,4714.839999999999,0.03011300776629009
09-TOTAL Médecine Interne,35,59161.14999999994,5068.750000000001,0.0856770025599571
09-TOTAL Médecine Interne,36,13798.679999999998,352.81999999999994,0.025569112407853502
09-TOTAL Médecine Interne,37,77900.59999999989,5298.75,0.06801937340662341
09-TOTAL Médecine Interne,38,52445.660000000025,4830.7300000000005,0.09210924221375034
09-TOTAL Médecine Interne,39,11653.560000000003,655.02,0.056207716783540806
09-TOTAL Médecine Interne,40,28933.05000000002,1285.0,0.0444128773150428
09-TOTAL Médecine Interne,41,42108.439999999995,2364.73,0.05615810037132699
09-TOTAL Médecine Interne,42,20401.59000000001,964.49,0.04727523688104699
09-TOTAL Médecine Interne,43,16237.11,116.0,0.007144128480991999
09-TOTAL Médecine Interne,44,90968.41,2848.4700000000016,0.03131273812524591
09-TOTAL Médecine Interne,45,55113.22999999999,3099.0500000000006,0.0562306001662396
09-TOTAL Médecine Interne,46,20488.51,319.37999999999994,0.015588249218708435
09-TOTAL Médecine Interne,47,26913.970000000016,159.20000000000002,0.005915143696749306
09-TOTAL Médecine Interne,48,11060.89,0.0,0.0
09-TOTAL Médecine Interne,49,36194.45999999999,410.02,0.011328252997834477
09-TOTAL Médecine Interne,50,27300.310000000005,582.06,0.021320637018407477
09-TOTAL Médecine Interne,51,50887.869999999966,1605.7099999999998,0.031553885041759475
09-TOTAL Médecine Interne,52,32247.429999999993,557.0799999999999,0.017275175106977517
09-TOTAL Médecine Interne,53,36495.459999999985,471.48999999999995,0.012919141175368118
09-TOTAL Médecine Interne,54,59832.58999999997,2162.63,0.03614468302308159
09-TOTAL Médecine Interne,55,20933.48,248.06000000000003,0.011849916975103998
09-TOTAL Médecine Interne,56,44093.04,849.51,0.019266305974820517
09-TOTAL Médecine Interne,57,55823.81999999999,2403.2500000000005,0.04305061889351178
09-TOTAL Médecine Interne,58,35046.37,913.7999999999997,0.026074027067567902
09-TOTAL Médecine Interne,59,199177.58000000045,12801.110000000004,0.06426983398432683
09-TOTAL Médecine Interne,60,52690.48999999993,6104.339999999999,0.1158527848194239
09-TOTAL Médecine Interne,61,23919.360000000008,487.32,0.020373454808155396
09-TOTAL Médecine Interne,62,90104.82999999987,2993.6200000000003,0.03322374616321905
09-TOTAL Médecine Interne,63,72668.90999999995,5206.27,0.07164370567826055
09-TOTAL Médecine Interne,64,64631.70999999994,3006.3799999999997,0.04651555714679377
09-TOTAL Médecine Interne,65,40501.35,87.46000000000001,0.0021594341916997832
09-TOTAL Médecine Interne,66,37396.60999999999,490.62,0.013119370980417747
09-TOTAL Médecine Interne,67,113939.19999999998,14302.720000000007,0.12552940515643438
09-TOTAL Médecine Interne,68,67788.33999999992,9092.500000000002,0.13413073693794555
09-TOTAL Médecine Interne,69,137803.34000000005,13021.53,0.0944935732326952
09-TOTAL Médecine Interne,70,9257.58,0.0,0.0
09-TOTAL Médecine Interne,71,47740.870000000024,1029.02,0.02155427833636043
09-TOTAL Médecine Interne,72,58658.769999999946,166.17,0.0028328244864322953
09-TOTAL Médecine Interne,73,34041.099999999984,2443.06,0.07176795109441238
09-TOTAL Médecine Interne,74,38084.249999999985,811.84,0.021316948607363946
09-TOTAL Médecine Interne,75,200358.07000000007,86139.38000000009,0.42992717987351375
09-TOTAL Médecine Interne,76,126442.88999999994,4076.740000000001,0.032241749615182023
09-TOTAL Médecine Interne,77,82733.34999999993,9509.160000000002,0.11493744662823407
09-TOTAL Médecine Interne,78,105924.46000000005,15303.110000000008,0.14447191895054268
09-TOTAL Médecine Interne,79,15502.130000000005,182.0,0.011740322136377384
09-TOTAL Médecine Interne,80,27870.559999999998,2050.58,0.07357512730278833
09-TOTAL Médecine Interne,81,38137.37000000002,107.95,0.002830557010092724
09-TOTAL Médecine Interne,82,40477.61999999997,2016.81,0.049825310875491226
09-TOTAL Médecine Interne,83,113272.99000000002,9853.92,0.08699267142149243
09-TOTAL Médecine Interne,84,40486.119999999944,3911.88,0.0966227437946636
09-TOTAL Médecine Interne,85,36021.6,1008.05,0.027984598130010883
09-TOTAL Médecine Interne,86,7020.659999999998,311.01,0.04429925391629848
09-TOTAL Médecine Interne,87,41514.36000000001,0.22999999999999998,5.540251614140262e-06
