l_pre_spe,dpt,rec_mon,dep_mon,taux
15-Ophtalmologie,94,210168.1199999999,73341.15000000014,0.3489642006599296
15-Ophtalmologie,95,180928.29999999987,53078.79999999997,0.2933692517975353
15-Ophtalmologie,971,206019.25999999972,40312.140000000065,0.19567170564538539
15-Ophtalmologie,972,145678.42000000016,22029.24000000001,0.1512182792756812
15-Ophtalmologie,973,75361.46999999999,19194.64999999998,0.25470110920076244
15-Ophtalmologie,974,196773.58999999965,22770.189999999984,0.1157177139472834
15-Ophtalmologie,976,6917.789999999997,1379.69,0.19944086189375518
17-TOTAL Psychiatrie,01,63301.61999999998,9632.889999999998,0.15217446251770492
17-TOTAL Psychiatrie,02,69262.62000000004,5954.91,0.08597581206139757
17-TOTAL Psychiatrie,03,56021.78000000002,3168.9800000000005,0.05656692807690151
17-TOTAL Psychiatrie,04,39887.17,2400.580000000001,0.06018426476483543
17-TOTAL Psychiatrie,05,22791.890000000003,2455.55,0.1077378839578464
17-TOTAL Psychiatrie,06,159924.22999999984,13468.669999999996,0.08421907049357068
17-TOTAL Psychiatrie,07,39159.37999999999,4174.1,0.10659259671629126
17-TOTAL Psychiatrie,08,40438.62,3713.6400000000003,0.09183399433511827
17-TOTAL Psychiatrie,09,36394.15999999999,1016.3299999999999,0.027925634222633527
17-TOTAL Psychiatrie,10,40676.329999999994,4004.0,0.09843562582956723
17-TOTAL Psychiatrie,11,59116.70000000007,3696.81,0.06253410626777198
17-TOTAL Psychiatrie,12,38170.57,1793.6999999999998,0.04699170067410573
17-TOTAL Psychiatrie,13,244479.65999999977,23646.829999999994,0.09672309753703034
17-TOTAL Psychiatrie,14,69026.76000000001,4804.660000000001,0.06960575869416441
17-TOTAL Psychiatrie,15,19886.579999999994,2247.8,0.11303099879416173
17-TOTAL Psychiatrie,16,47518.329999999994,4980.1100000000015,0.10480397774921808
17-TOTAL Psychiatrie,17,62595.69999999997,5310.590000000002,0.08483953370598947
17-TOTAL Psychiatrie,18,52786.92000000003,2743.4,0.05197120801895619
17-TOTAL Psychiatrie,19,33810.98000000002,1632.9599999999998,0.048296736740549934
17-TOTAL Psychiatrie,21,56732.22000000002,5064.370000000003,0.08926796800830288
17-TOTAL Psychiatrie,22,61905.400000000016,2998.0699999999997,0.04842986233834203
17-TOTAL Psychiatrie,23,35234.25000000004,1836.58,0.05212485011033293
17-TOTAL Psychiatrie,24,63945.71999999998,5504.100000000001,0.08607456449000814
17-TOTAL Psychiatrie,25,61315.95999999998,2847.830000000001,0.04644516696794769
17-TOTAL Psychiatrie,26,63465.67000000004,7489.8499999999985,0.11801419570611944
17-TOTAL Psychiatrie,27,63462.15000000003,8189.110000000001,0.12903927774271745
17-TOTAL Psychiatrie,28,64443.330000000016,8158.810000000002,0.12660441352115107
17-TOTAL Psychiatrie,29,87188.95000000004,2749.5400000000004,0.03153541819232826
17-TOTAL Psychiatrie,2A,49635.66000000001,3761.1100000000006,0.0757743525521772
17-TOTAL Psychiatrie,2B,90759.42999999996,4299.620000000003,0.047373810082324275
17-TOTAL Psychiatrie,30,110014.89000000004,5404.3600000000015,0.049123895865368764
17-TOTAL Psychiatrie,31,186229.54999999964,8638.420000000006,0.0463858716299321
17-TOTAL Psychiatrie,32,46582.039999999964,1425.2,0.030595482722525703
17-TOTAL Psychiatrie,33,174367.4999999998,14445.399999999994,0.08284456679140328
17-TOTAL Psychiatrie,34,159374.3199999998,7321.100000000002,0.045936509721265076
17-TOTAL Psychiatrie,35,120863.34999999989,9348.5,0.0773476823205712
17-TOTAL Psychiatrie,36,54317.14999999997,3227.6400000000003,0.05942211621927885
17-TOTAL Psychiatrie,37,109654.31999999995,8261.06,0.07533729633269354
17-TOTAL Psychiatrie,38,119755.11,13618.899999999998,0.11372291336879067
17-TOTAL Psychiatrie,39,39053.69999999998,2669.1199999999994,0.06834486873202797
17-TOTAL Psychiatrie,40,67233.21,3905.1,0.058082902779742325
17-TOTAL Psychiatrie,41,61941.52,6919.960000000002,0.1117176330190154
17-TOTAL Psychiatrie,42,90533.64999999998,7481.400000000002,0.08263667708084237
17-TOTAL Psychiatrie,43,39383.34999999998,2947.4700000000007,0.07484051001247996
17-TOTAL Psychiatrie,44,99872.94999999998,8639.39,0.08650380308181546
17-TOTAL Psychiatrie,45,81423.51999999995,8255.800000000001,0.10139330748658382
17-TOTAL Psychiatrie,46,28300.580000000005,1027.34,0.036301022805893014
17-TOTAL Psychiatrie,47,54268.84,2404.6300000000006,0.044309589075425246
17-TOTAL Psychiatrie,48,24548.569999999996,414.21000000000004,0.01687308059084501
17-TOTAL Psychiatrie,49,68309.45,6212.700000000002,0.0909493488821825
17-TOTAL Psychiatrie,50,34490.43999999997,4746.410000000001,0.13761523483028934
17-TOTAL Psychiatrie,51,69427.13000000005,9302.16,0.13398451008993162
17-TOTAL Psychiatrie,52,35034.63999999999,2070.8500000000004,0.0591086421895587
17-TOTAL Psychiatrie,53,56620.79000000004,1688.96,0.029829325941937563
17-TOTAL Psychiatrie,54,72205.85999999996,10868.06,0.1505149305056405
17-TOTAL Psychiatrie,55,17460.789999999994,2567.5000000000005,0.14704374773420914
17-TOTAL Psychiatrie,56,72292.82999999991,4871.740000000001,0.06738897896236745
17-TOTAL Psychiatrie,57,84115.38999999996,6792.040000000001,0.08074669807748623
17-TOTAL Psychiatrie,58,44452.630000000005,3650.04,0.08211077724760041
17-TOTAL Psychiatrie,59,219683.99999999977,26614.29999999999,0.12114810363977357
17-TOTAL Psychiatrie,60,64872.82000000003,6720.030000000002,0.10358775832467278
17-TOTAL Psychiatrie,61,41626.84000000001,3289.1500000000005,0.07901512581786174
17-TOTAL Psychiatrie,62,99588.60000000018,8716.5,0.0875250781715978
17-TOTAL Psychiatrie,63,111002.52999999991,6040.089999999999,0.054413984978540615
17-TOTAL Psychiatrie,64,141453.40999999997,10486.57,0.0741344446910117
17-TOTAL Psychiatrie,65,50488.530000000064,1429.18,0.02830702339719533
17-TOTAL Psychiatrie,66,96915.93000000001,3839.8000000000006,0.03961990562335831
17-TOTAL Psychiatrie,67,129926.15000000017,19457.379999999983,0.14975722747114387
17-TOTAL Psychiatrie,68,78655.36000000007,10537.83,0.13397472212955341
17-TOTAL Psychiatrie,69,165004.69999999966,20230.840000000007,0.12260765905456056
17-TOTAL Psychiatrie,70,23295.53000000001,1454.1999999999998,0.06242399292911555
17-TOTAL Psychiatrie,71,75004.09999999998,5801.349999999999,0.07734710502492533
17-TOTAL Psychiatrie,72,56351.59000000001,6130.140000000001,0.10878379829211562
17-TOTAL Psychiatrie,73,57873.42000000005,6763.850000000002,0.11687316906448585
17-TOTAL Psychiatrie,74,116144.09000000005,14240.6,0.12261149060619438
17-TOTAL Psychiatrie,75,284612.3700000004,104485.78000000003,0.36711608845392024
17-TOTAL Psychiatrie,76,163882.54999999996,17238.07999999999,0.10518557344878997
17-TOTAL Psychiatrie,77,128147.37000000002,21147.039999999997,0.16502125638629955
17-TOTAL Psychiatrie,78,114679.77,26200.62,0.22846767132511686
17-TOTAL Psychiatrie,79,41336.31000000001,4859.81,0.11756758162496843
17-TOTAL Psychiatrie,80,67470.62000000001,4384.590000000001,0.0649851742877122
17-TOTAL Psychiatrie,81,69326.8,3152.6100000000006,0.045474621647039824
17-TOTAL Psychiatrie,82,43170.670000000006,1579.81,0.036594521233976676
17-TOTAL Psychiatrie,83,175880.67999999985,10604.130000000001,0.06029161360986329
17-TOTAL Psychiatrie,84,81066.72000000002,4199.530000000001,0.051803378747777136
17-TOTAL Psychiatrie,85,57380.78000000004,3023.0400000000004,0.05268384291743678
17-TOTAL Psychiatrie,86,56691.13000000001,4409.110000000001,0.0777742479290852
17-TOTAL Psychiatrie,87,49892.74000000001,3642.4500000000007,0.07300561163808601
17-TOTAL Psychiatrie,88,29458.24000000001,2058.01,0.06986194694591392
17-TOTAL Psychiatrie,89,71921.01000000004,6639.620000000002,0.09231822523070794
17-TOTAL Psychiatrie,90,33671.42999999999,707.7,0.02101781837005438
17-TOTAL Psychiatrie,91,116516.92999999982,27902.710000000003,0.23947343961087927
17-TOTAL Psychiatrie,92,155695.80999999968,44840.46,0.28800042852791025
17-TOTAL Psychiatrie,93,124037.62999999987,28477.509999999987,0.2295876662590217
17-TOTAL Psychiatrie,94,141974.5799999998,38384.30000000002,0.2703603701451349
17-TOTAL Psychiatrie,95,117682.94000000003,31273.829999999998,0.26574650497344804
17-TOTAL Psychiatrie,971,82804.75000000009,2051.52,0.02477539030067717
17-TOTAL Psychiatrie,972,46737.0,7242.310000000003,0.1549588120760854
17-TOTAL Psychiatrie,973,8388.29,325.27,0.03877667557988576
17-TOTAL Psychiatrie,974,129262.36999999992,10629.619999999994,0.08223290351244526
17-TOTAL Psychiatrie,976,2382.1300000000006,185.0,0.07766158857828916
18-TOTAL Stomatologie,01,33592.09999999998,20199.119999999995,0.601305664129364
18-TOTAL Stomatologie,02,21893.12,6732.11,0.3074988854946211
18-TOTAL Stomatologie,03,7274.3099999999995,1368.6399999999999,0.18814705449726501
18-TOTAL Stomatologie,04,15315.449999999988,5543.459999999999,0.36195214636200723
18-TOTAL Stomatologie,05,2341.77,1150.73,0.49139326236137626
18-TOTAL Stomatologie,06,50091.01999999998,24146.099999999995,0.4820444862172901
18-TOTAL Stomatologie,07,24520.86,10206.5,0.41623744028553644
18-TOTAL Stomatologie,08,16292.19,3150.3299999999995,0.19336442798666106
18-TOTAL Stomatologie,09,12266.009999999998,4194.25,0.34194085933404594
18-TOTAL Stomatologie,10,17995.430000000008,7506.270000000002,0.4171209023624331
18-TOTAL Stomatologie,11,24036.119999999995,8028.830000000003,0.3340318653759427
18-TOTAL Stomatologie,12,36677.060000000005,10315.02,0.2812390087973245
18-TOTAL Stomatologie,13,115420.22999999992,35178.77999999999,0.3047886839248199
18-TOTAL Stomatologie,14,51296.54000000002,20037.44,0.39061971821101366
18-TOTAL Stomatologie,15,10650.039999999997,2623.58,0.24634461466811397
18-TOTAL Stomatologie,16,18889.4,9516.24,0.5037873092845723
18-TOTAL Stomatologie,17,37410.37000000001,13768.929999999997,0.36805115800779287
18-TOTAL Stomatologie,18,14272.929999999998,6152.11,0.4310334318181341
18-TOTAL Stomatologie,19,18617.76,6897.680000000001,0.37048925327214455
18-TOTAL Stomatologie,21,31958.840000000004,16894.829999999998,0.5286434050797838
18-TOTAL Stomatologie,22,18758.42999999999,1830.44,0.0975795948808083
18-TOTAL Stomatologie,23,9823.619999999999,889.6399999999999,0.0905613205722534
18-TOTAL Stomatologie,24,25684.15999999999,11489.210000000003,0.447326679167238
18-TOTAL Stomatologie,25,32652.169999999966,14422.240000000002,0.44169315546256244
18-TOTAL Stomatologie,26,39598.12000000003,15178.520000000002,0.3833141573387825
18-TOTAL Stomatologie,27,40957.02999999997,16752.449999999993,0.40902501963643373
18-TOTAL Stomatologie,28,24515.310000000016,10749.51,0.4384815040070875
18-TOTAL Stomatologie,29,38147.94,8184.7699999999995,0.21455339397094572
18-TOTAL Stomatologie,2A,26103.549999999996,4005.2499999999995,0.15343698462469665
18-TOTAL Stomatologie,2B,22208.58,4250.52,0.19139089487036093
18-TOTAL Stomatologie,30,51013.45000000001,19859.54000000002,0.3893000767444667
18-TOTAL Stomatologie,31,60825.37999999999,21426.309999999998,0.35225936936193414
18-TOTAL Stomatologie,32,12047.5,6661.049999999999,0.5528989416891471
18-TOTAL Stomatologie,33,64406.979999999974,21754.130000000005,0.33776044149252166
18-TOTAL Stomatologie,34,59998.52999999999,18732.199999999997,0.31221098250240464
18-TOTAL Stomatologie,35,40281.67000000003,12788.400000000001,0.3174744244714778
18-TOTAL Stomatologie,36,17909.33000000001,5592.74,0.3122808055912754
18-TOTAL Stomatologie,37,52771.650000000016,25056.91,0.4748176340895157
18-TOTAL Stomatologie,38,48444.76999999993,27609.48000000002,0.5699166287712804
18-TOTAL Stomatologie,39,19822.24999999999,11264.45,0.5682730265232255
18-TOTAL Stomatologie,40,31537.759999999987,11808.0,0.3744083283023273
18-TOTAL Stomatologie,41,26243.69999999998,13071.99,0.4981001154562813
18-TOTAL Stomatologie,42,73263.80000000006,20134.310000000005,0.27481935143959213
18-TOTAL Stomatologie,43,16148.749999999996,4668.34,0.28908367520705947
18-TOTAL Stomatologie,44,68917.69000000002,19989.409999999996,0.290047591554505
18-TOTAL Stomatologie,45,31792.69999999999,8811.550000000001,0.2771563912470474
18-TOTAL Stomatologie,46,9332.58,4429.52,0.47462973797170777
18-TOTAL Stomatologie,47,27749.530000000013,11312.58,0.4076674451783506
18-TOTAL Stomatologie,48,6823.829999999998,2019.7000000000003,0.29597747892312687
18-TOTAL Stomatologie,49,48630.44999999995,13124.389999999998,0.2698800854197321
18-TOTAL Stomatologie,50,42192.85999999998,11529.180000000002,0.2732495498053464
18-TOTAL Stomatologie,51,18985.480000000007,5901.670000000002,0.31085176671856596
18-TOTAL Stomatologie,52,2683.9199999999987,2280.33,0.8496266654743811
18-TOTAL Stomatologie,53,8794.44,1098.27,0.1248823120062221
18-TOTAL Stomatologie,54,32413.72000000002,14340.02,0.4424058701068557
18-TOTAL Stomatologie,55,7527.5300000000025,1313.52,0.17449548523884986
18-TOTAL Stomatologie,56,23160.84999999999,4256.84,0.18379463620722045
18-TOTAL Stomatologie,57,41599.26000000003,12249.980000000005,0.294475911350346
18-TOTAL Stomatologie,58,6877.52,4031.2700000000004,0.5861516942153567
18-TOTAL Stomatologie,59,174342.21999999997,61169.66,0.35085970569836733
18-TOTAL Stomatologie,60,46721.869999999995,24436.350000000006,0.5230173792273299
18-TOTAL Stomatologie,61,24134.249999999978,7935.809999999999,0.3288194163895711
18-TOTAL Stomatologie,62,77237.19999999992,17027.859999999997,0.22046190177789995
18-TOTAL Stomatologie,63,29624.640000000014,10176.670000000004,0.3435204613456906
18-TOTAL Stomatologie,64,60895.53999999997,22323.010000000002,0.3665787346659544
18-TOTAL Stomatologie,65,25773.850000000017,9649.92,0.3744073935403517
18-TOTAL Stomatologie,66,46152.32999999999,13404.64,0.29044340773261074
18-TOTAL Stomatologie,67,40014.740000000056,19087.13,0.4770024745881136
18-TOTAL Stomatologie,68,16762.21,10134.669999999998,0.6046141887018477
18-TOTAL Stomatologie,69,86572.29999999999,42252.96000000001,0.48806558217813334
18-TOTAL Stomatologie,70,16519.64,10395.289999999999,0.6292685554891027
18-TOTAL Stomatologie,71,34624.68999999999,18197.060000000005,0.5255515645049822
18-TOTAL Stomatologie,72,40114.289999999964,13335.819999999998,0.3324456197529611
18-TOTAL Stomatologie,73,40087.520000000026,20523.200000000008,0.5119598318878293
18-TOTAL Stomatologie,74,34008.200000000026,18061.699999999997,0.5310983821548916
18-TOTAL Stomatologie,75,128373.8999999999,88719.12,0.6910993589818496
18-TOTAL Stomatologie,76,107801.19999999997,30274.670000000016,0.28083796840851516
18-TOTAL Stomatologie,77,67001.88999999996,28865.050000000014,0.4308094891054571
18-TOTAL Stomatologie,78,79756.33999999998,43172.40000000002,0.5413036756701728
18-TOTAL Stomatologie,79,30114.110000000004,8950.779999999999,0.29722877415271437
18-TOTAL Stomatologie,80,59583.62000000004,11379.339999999998,0.19098101122422556
18-TOTAL Stomatologie,81,42465.34000000001,12753.170000000002,0.30031950762669035
18-TOTAL Stomatologie,82,29698.960000000014,13640.220000000003,0.4592827492949247
18-TOTAL Stomatologie,83,56414.10999999998,17116.62,0.30341026385065734
18-TOTAL Stomatologie,84,36903.349999999984,17512.870000000003,0.47456043963488437
18-TOTAL Stomatologie,85,42115.80999999999,12641.320000000002,0.30015616463271166
18-TOTAL Stomatologie,86,26407.08000000001,10172.17,0.38520616440742395
18-TOTAL Stomatologie,87,34087.399999999994,3107.12,0.09115156920152316
18-TOTAL Stomatologie,88,4881.899999999998,1759.54,0.3604211475040457
18-TOTAL Stomatologie,89,22732.18,7644.81,0.33629902631423825
18-TOTAL Stomatologie,90,5599.83,2288.69,0.4087070500354475
18-TOTAL Stomatologie,91,67811.09,36869.180000000015,0.5437042819987117
18-TOTAL Stomatologie,92,71604.63000000003,48273.090000000026,0.6741615730714621
18-TOTAL Stomatologie,93,81635.23,37806.66000000002,0.4631169655551901
18-TOTAL Stomatologie,94,69603.26000000001,33970.450000000026,0.48805831795809596
18-TOTAL Stomatologie,95,65963.17000000001,34777.47000000003,0.5272255714817833
18-TOTAL Stomatologie,971,14926.019999999984,7274.59,0.48737640710651653
18-TOTAL Stomatologie,972,17754.04999999999,7290.930000000002,0.4106629191649233
18-TOTAL Stomatologie,973,1615.6,1514.22,0.9372493191384007
18-TOTAL Stomatologie,974,49969.15999999999,14080.519999999999,0.281784204497334
18-TOTAL Stomatologie,976,768.6800000000001,370.94,0.48256751834313366
19-TOTAL Chirurgie dentaire,01,82258.10000000002,24628.770000000008,0.2994084473140031
19-TOTAL Chirurgie dentaire,02,80783.57999999994,19596.789999999997,0.24258382705990514
19-TOTAL Chirurgie dentaire,03,62020.039999999964,12243.12,0.19740587074758428
19-TOTAL Chirurgie dentaire,04,51108.149999999994,9336.629999999997,0.1826837793972194
19-TOTAL Chirurgie dentaire,05,45119.67000000003,11475.91,0.254343837177887
19-TOTAL Chirurgie dentaire,06,125514.08000000007,30468.710000000003,0.24275133116539582
19-TOTAL Chirurgie dentaire,07,61787.13999999992,17204.719999999998,0.27845147064583375
19-TOTAL Chirurgie dentaire,08,63588.44999999996,13816.210000000001,0.2172754643335387
19-TOTAL Chirurgie dentaire,09,56539.70999999997,18458.22,0.3264647094935579
19-TOTAL Chirurgie dentaire,10,64421.72,17232.86,0.267500774583479
19-TOTAL Chirurgie dentaire,11,75723.01999999999,16908.05,0.22328810974522678
19-TOTAL Chirurgie dentaire,12,62542.23999999997,13023.380000000003,0.20823334757437548
19-TOTAL Chirurgie dentaire,13,153916.82999999987,48615.66000000001,0.31585668701726805
19-TOTAL Chirurgie dentaire,14,79759.02,26534.040000000005,0.3326776081250748
19-TOTAL Chirurgie dentaire,15,52521.95999999995,12916.490000000002,0.24592551382317063
19-TOTAL Chirurgie dentaire,16,62125.95,13101.56,0.21088707697829973
19-TOTAL Chirurgie dentaire,17,71724.51999999999,16747.97,0.23350410710312183
19-TOTAL Chirurgie dentaire,18,65479.72,17784.98,0.27161050780302665
19-TOTAL Chirurgie dentaire,19,60421.43999999997,13420.689999999999,0.22211800976606988
19-TOTAL Chirurgie dentaire,21,79631.57000000011,27090.420000000002,0.3401969846883587
19-TOTAL Chirurgie dentaire,22,86854.2500000001,22809.870000000003,0.262622381748734
19-TOTAL Chirurgie dentaire,23,42300.250000000015,15454.75,0.3653583607661892
19-TOTAL Chirurgie dentaire,24,72236.78999999998,19707.620000000003,0.2728197086276952
19-TOTAL Chirurgie dentaire,25,94098.00000000003,23722.310000000005,0.2521021700780038
19-TOTAL Chirurgie dentaire,26,97924.35000000003,23373.699999999993,0.2386913980026417
19-TOTAL Chirurgie dentaire,27,69037.84000000003,27415.28000000001,0.3971051237987747
19-TOTAL Chirurgie dentaire,28,63095.12999999996,18633.89,0.2953300833202184
19-TOTAL Chirurgie dentaire,29,114348.91999999987,26379.53,0.23069330256901446
19-TOTAL Chirurgie dentaire,2A,65082.27000000001,13163.870000000003,0.202265071577866
19-TOTAL Chirurgie dentaire,2B,64280.09999999999,15495.63,0.2410641862722678
19-TOTAL Chirurgie dentaire,30,94858.45000000007,23657.99,0.24940308427978725
19-TOTAL Chirurgie dentaire,31,143505.43000000014,43361.54000000001,0.3021595768188003
19-TOTAL Chirurgie dentaire,32,55891.699999999975,14820.95,0.26517264638577837
19-TOTAL Chirurgie dentaire,33,123161.13000000016,38795.77,0.3150001140781994
19-TOTAL Chirurgie dentaire,34,131384.8800000001,30063.370000000003,0.22881910003647285
19-TOTAL Chirurgie dentaire,35,106742.20999999989,27724.150000000005,0.2597299606219511
19-TOTAL Chirurgie dentaire,36,48308.86000000001,14471.669999999998,0.29956554553346937
19-TOTAL Chirurgie dentaire,37,84428.73000000001,23786.960000000003,0.2817401138214444
19-TOTAL Chirurgie dentaire,38,133459.72000000003,38130.950000000004,0.28571129925943195
19-TOTAL Chirurgie dentaire,39,56344.07999999998,14087.83,0.2500321240492347
19-TOTAL Chirurgie dentaire,40,65373.97999999995,18246.640000000003,0.27911165879758304
19-TOTAL Chirurgie dentaire,41,55050.590000000004,18642.51,0.33864323706612404
19-TOTAL Chirurgie dentaire,42,106931.68999999999,23505.68,0.21981958762645576
19-TOTAL Chirurgie dentaire,43,61441.809999999976,17364.030000000002,0.2826093502128275
19-TOTAL Chirurgie dentaire,44,106793.06,27602.49000000001,0.25846707641863625
19-TOTAL Chirurgie dentaire,45,91253.55000000003,28138.869999999995,0.3083591816427962
19-TOTAL Chirurgie dentaire,46,44795.76000000001,11677.189999999999,0.2606762336435412
19-TOTAL Chirurgie dentaire,47,70868.70000000001,14175.300000000003,0.20002201253868068
19-TOTAL Chirurgie dentaire,48,54631.51999999999,11481.66,0.21016548688376238
19-TOTAL Chirurgie dentaire,49,82116.3799999999,23917.08,0.2912583335992165
19-TOTAL Chirurgie dentaire,50,69006.02999999994,20442.800000000003,0.2962465743935714
19-TOTAL Chirurgie dentaire,51,78747.09000000005,23176.210000000003,0.29431195489255524
19-TOTAL Chirurgie dentaire,52,61791.41000000001,16461.200000000004,0.266399488213653
19-TOTAL Chirurgie dentaire,53,78394.16000000006,17304.15,0.2207326413089953
19-TOTAL Chirurgie dentaire,54,107488.18999999989,35191.28000000002,0.3273967121411204
19-TOTAL Chirurgie dentaire,55,58800.62000000001,14686.199999999999,0.24976267257045923
19-TOTAL Chirurgie dentaire,56,88710.5300000001,23039.670000000002,0.25971742024312083
19-TOTAL Chirurgie dentaire,57,148580.66000000018,35501.15,0.23893520193004902
19-TOTAL Chirurgie dentaire,58,50417.69,11824.49,0.23453057845371336
19-TOTAL Chirurgie dentaire,59,330367.8100000004,89617.37999999999,0.27126547226256664
19-TOTAL Chirurgie dentaire,60,92207.38999999994,31822.260000000006,0.3451161560911769
19-TOTAL Chirurgie dentaire,61,53248.55999999997,12561.67,0.23590628554086734
19-TOTAL Chirurgie dentaire,62,185555.93000000008,47082.97000000001,0.2537400448479334
19-TOTAL Chirurgie dentaire,63,91057.3199999999,24578.51,0.2699234943440025
19-TOTAL Chirurgie dentaire,64,137859.27000000022,34495.18000000001,0.25022024271563276
19-TOTAL Chirurgie dentaire,65,65426.060000000005,12772.66,0.1952228209982383
19-TOTAL Chirurgie dentaire,66,84472.07999999997,24020.94,0.28436543766887246
19-TOTAL Chirurgie dentaire,67,149633.56000000008,39276.48000000001,0.26248443196833643
19-TOTAL Chirurgie dentaire,68,118363.88000000002,30068.4,0.2540335784869506
19-TOTAL Chirurgie dentaire,69,150216.62999999998,41720.530000000006,0.2777357606810911
19-TOTAL Chirurgie dentaire,70,52374.72999999996,10901.93,0.20815248116792218
19-TOTAL Chirurgie dentaire,71,71287.35999999996,22149.190000000002,0.3107029072194568
19-TOTAL Chirurgie dentaire,72,68507.69999999998,20787.73,0.30343640203947886
19-TOTAL Chirurgie dentaire,73,77805.15000000002,21815.38,0.2803847817271735
19-TOTAL Chirurgie dentaire,74,89616.66000000002,36288.49000000002,0.4049301770452058
19-TOTAL Chirurgie dentaire,75,212352.59,123331.02000000008,0.5807841571416674
19-TOTAL Chirurgie dentaire,76,136042.08000000022,41213.659999999996,0.3029478820082722
19-TOTAL Chirurgie dentaire,77,128128.82999999997,44845.51,0.3500032740484715
19-TOTAL Chirurgie dentaire,78,136876.70999999985,57787.240000000005,0.42218460686262893
19-TOTAL Chirurgie dentaire,79,62131.37000000003,20370.260000000002,0.32785789207609606
19-TOTAL Chirurgie dentaire,80,85413.75000000004,24361.45,0.28521695862785545
19-TOTAL Chirurgie dentaire,81,69786.23000000005,17524.41,0.25111558540990087
19-TOTAL Chirurgie dentaire,82,61087.07999999997,18439.38,0.30185400906378257
19-TOTAL Chirurgie dentaire,83,138093.06999999986,38845.68000000001,0.28130071986957816
19-TOTAL Chirurgie dentaire,84,87596.15999999992,23670.22000000001,0.27021983612067046
19-TOTAL Chirurgie dentaire,85,75761.88999999991,20410.170000000002,0.2693989022713138
19-TOTAL Chirurgie dentaire,86,69934.96999999994,24275.230000000003,0.34711146655242753
19-TOTAL Chirurgie dentaire,87,67296.43999999999,18065.05,0.2684399055878736
19-TOTAL Chirurgie dentaire,88,65500.369999999995,12099.849999999999,0.1847294908410441
19-TOTAL Chirurgie dentaire,89,79292.48999999993,21442.73,0.27042573640958956
19-TOTAL Chirurgie dentaire,90,46308.22000000002,11341.2,0.24490684375257774
19-TOTAL Chirurgie dentaire,91,117661.83999999998,48647.83,0.4134546085629802
19-TOTAL Chirurgie dentaire,92,131077.97999999975,63772.89999999999,0.4865264173280677
19-TOTAL Chirurgie dentaire,93,133424.04,46388.62000000001,0.3476781245718538
19-TOTAL Chirurgie dentaire,94,129793.65999999986,52954.53999999998,0.40799018996767666
19-TOTAL Chirurgie dentaire,95,121484.6400000001,53245.35999999998,0.4382888240027705
19-TOTAL Chirurgie dentaire,971,88156.23999999998,42224.58,0.47897437549514377
19-TOTAL Chirurgie dentaire,972,96200.22999999997,43612.0,0.4533461094635638
19-TOTAL Chirurgie dentaire,973,75143.00999999995,33956.17,0.4518872746779776
19-TOTAL Chirurgie dentaire,974,101351.60999999997,27427.73,0.2706195787121685
19-TOTAL Chirurgie dentaire,976,32792.88000000003,12071.84,0.36812381224216933
21-Sages-femmes,01,30972.78000000001,279.8,0.009033738656975574
21-Sages-femmes,02,23161.63000000001,158.7,0.0068518493732954
21-Sages-femmes,03,26524.49999999999,148.81,0.005610284831005299
21-Sages-femmes,04,18256.779999999995,0.0,0.0
21-Sages-femmes,05,15966.490000000005,10.0,0.0006263117316329385
21-Sages-femmes,06,39448.929999999986,1293.3199999999995,0.03278466614937338
21-Sages-femmes,07,21867.410000000014,46.0,0.0021035870274531813
21-Sages-femmes,08,18470.149999999998,4.94,0.0002674585750521788
21-Sages-femmes,09,20699.15999999999,39.61,0.0019136042235530341
21-Sages-femmes,10,25764.350000000002,435.0,0.0168837948560705
21-Sages-femmes,11,30631.289999999986,29.799999999999997,0.0009728614106686336
21-Sages-femmes,12,22454.95,0.0,0.0
21-Sages-femmes,13,66163.01999999992,2081.2400000000002,0.031456242475026125
21-Sages-femmes,14,32518.160000000003,696.4,0.021415725859027693
21-Sages-femmes,15,11072.410000000007,11.2,0.0010115232365853497
21-Sages-femmes,16,15805.339999999997,-6.0,-0.0003796185339891455
21-Sages-femmes,17,23098.699999999993,452.49000000000007,0.019589414122872725
21-Sages-femmes,18,14163.900000000005,37.6,0.0026546360818701055
21-Sages-femmes,19,23804.53,9.0,0.00037807929835203635
21-Sages-femmes,21,28902.969999999976,68.41000000000001,0.002366884787272729
21-Sages-femmes,22,28054.569999999967,76.0,0.0027090060549849844
21-Sages-femmes,23,6728.649999999999,6.0,0.0008917093324812557
21-Sages-femmes,24,19111.95,0.01,5.232328464651697e-07
21-Sages-femmes,25,40129.46999999999,58.53999999999999,0.0014587782993396128
21-Sages-femmes,26,39745.56999999994,100.08,0.002518016473282435
21-Sages-femmes,27,21513.79000000001,1576.2900000000002,0.07326881967333507
21-Sages-femmes,28,27154.250000000004,158.54,0.005838496736238341
21-Sages-femmes,29,33539.84,49.01,0.0014612472808457047
21-Sages-femmes,2A,15310.010000000004,28.0,0.0018288688250366913
21-Sages-femmes,2B,7925.209999999996,0.0,0.0
21-Sages-femmes,30,53785.849999999926,380.49999999999994,0.007074351339618142
21-Sages-femmes,31,59250.41999999994,2412.3500000000004,0.040714479323522144
21-Sages-femmes,32,14737.56,0.64,4.342645593978922e-05
21-Sages-femmes,33,70190.31999999992,525.97,0.00749348343190344
21-Sages-femmes,34,60520.13999999996,316.19,0.005224541780636994
