CODGEO,REG,DEP,ARR,CV,ZE2010,EPCI,LIBGEO,MENFIS10,PMENFIS10,MENIMP10,QUAR1UC10,QUAR2UC10,QUAR3UC10,DEC1UC10,DEC2UC10,DEC3UC10,DEC4UC10,DEC5UC10,DEC6UC10,DEC7UC10,DEC8UC10,DEC9UC10,RDUC10,PTSA10,PPEN10,PBEN10,PAUT10
28009,24,28,281,2802,2404,ZZZZZZZZZ,Ardelu,,,,,,,,,,,,,,,,,,,,
28010,24,28,284,2820,0054,200006971,Argenvilliers,139,336.0,,,19070.5,,,,,,19070.5,,,,,,,,,
28012,24,28,282,2811,2405,242852424,Arrou,790,1644.5,,,16698,,,,,,16698,,,,,,,,,
28013,24,28,281,2802,2404,242852531,Aunay-sous-Auneau,513,1409.0,,,21191,,,,,,21191,,,,,,,,,
28014,24,28,283,2828,2406,242852440,Aunay-sous-Crecy,233,579.0,,,20265,,,,,,20265,,,,,,,,,
28015,24,28,281,2802,2404,242852531,Auneau,1698,4179.0,62.4,13606,19397,25378,9277,12439,15068,17310,19397,21314,23993,26847,32686,3.5,71.5,20.5,4.0,4.0
28016,24,28,284,2803,0054,242852564,Les Autels-Villevillon,75,167.0,,,16083,,,,,,16083,,,,,,,,,
28017,24,28,282,2811,2405,242852424,Autheuil,90,220.5,,,19636,,,,,,19636,,,,,,,,,
28018,24,28,284,2803,0054,200006971,Authon-du-Perche,558,1205.5,,,15715,,,,,,15715,,,,,,,,,
28019,24,28,282,2821,2418,242800290,Baigneaux,91,229.5,,,17512,,,,,,17512,,,,,,,,,
28020,24,28,281,2824,2404,242852499,Baignolet,55,130.0,,,20021,,,,,,20021,,,,,,,,,
28021,24,28,281,2815,2404,242852473,Bailleau-le-Pin,569,1533.5,,,19677,,,,,,19677,,,,,,,,,
28022,24,28,281,2830,2404,200026334,Bailleau-l'Eveque,432,1185.5,,,22476,,,,,,22476,,,,,,,,,
28023,24,28,281,2818,2404,242852606,Bailleau-Armenonville,519,1434.0,,,22962,,,,,,22962,,,,,,,,,
28024,24,28,281,2826,2404,200026334,Barjouville,608,1680.0,,,23487,,,,,,23487,,,,,,,,,
28025,24,28,281,2816,2418,242852614,Barmainville,,,,,,,,,,,,,,,,,,,,
28026,24,28,281,2816,2404,242852614,Baudreville,110,292.0,,,21565,,,,,,21565,,,,,,,,,
28027,24,28,284,2803,0054,242852564,La Bazoche-Gouet,590,1223.5,,,16143,,,,,,16143,,,,,,,,,
28028,24,28,282,2821,2418,242800290,Bazoches-en-Dunois,107,258.5,,,18924,,,,,,18924,,,,,,,,,
28029,24,28,282,2821,2418,242800290,Bazoches-les-Hautes,125,337.0,,,17320,,,,,,17320,,,,,,,,,
28030,24,28,283,2805,2406,242852556,Beauche,112,293.5,,,18235,,,,,,18235,,,,,,,,,
28031,24,28,284,2803,0054,200006971,Beaumont-les-Autels,204,441.0,,,17323,,,,,,17323,,,,,,,,,
28032,24,28,281,2824,2404,242852499,Beauvilliers,126,326.5,,,20425,,,,,,20425,,,,,,,,,
28033,24,28,284,2817,2404,242852549,Belhomert-Guehouville,338,808.0,,,18796,,,,,,18796,,,,,,,,,
28034,24,28,281,2807,2404,200026334,Bercheres-Saint-Germain,289,793.0,,,23043,,,,,,23043,,,,,,,,,
28035,24,28,281,2825,2404,200026334,Bercheres-les-Pierres,380,1006.5,,,21717,,,,,,21717,,,,,,,,,
28036,24,28,283,2801,2406,242852457,Bercheres-sur-Vesgre,316,844.0,,,25227,,,,,,25227,,,,,,,,,
28037,24,28,283,2805,2406,242852523,Berou-la-Mulotiere,142,358.5,,,19125,,,,,,19125,,,,,,,,,
28038,24,28,284,2803,0054,200006971,Bethonvilliers,50,136.0,,,16525,,,,,,16525,,,,,,,,,
28039,24,28,281,2802,2404,242852531,Beville-le-Comte,550,1506.0,,,20810.5,,,,,,20810.5,,,,,,,,,
28040,24,28,281,2812,2404,242852481,Billancelles,108,306.0,,,19859,,,,,,19859,,,,,,,,,
28041,24,28,281,2815,2404,242852473,Blandainville,86,211.0,,,19100,,,,,,19100,,,,,,,,,
28042,24,28,281,2818,2404,242852606,Bleury,176,510.0,,,22671.5,,,,,,22671.5,,,,,,,,,
28044,24,28,282,2811,2405,242852424,Boisgasson,,,,,,,,,,,,,,,,,,,,
28045,24,28,283,2827,2406,242852440,Boissy-en-Drouais,90,233.5,,,22385,,,,,,22385,,,,,,,,,
28046,24,28,283,2814,2406,242852309,Boissy-les-Perche,214,517.0,,,19085,,,,,,19085,,,,,,,,,
28047,24,28,281,2824,2404,242852499,Boisville-la-Saint-Pere,284,741.0,,,19726,,,,,,19726,,,,,,,,,
28048,24,28,281,2815,2404,242800217,La Bourdiniere-Saint-Loup,223,613.5,,,21163,,,,,,21163,,,,,,,,,
28049,24,28,281,2824,2404,242852499,Bonce,89,231.0,,,22283,,,,,,22283,,,,,,,,,
28050,24,28,283,2801,2406,200006286,Boncourt,109,274.0,,,24130,,,,,,24130,,,,,,,,,
28051,24,28,282,2804,2404,242852465,Bonneval,2006,4298.5,57.3,13469,18961,25363,8690,12179,14853,16928,18961,21229,23655,27298,32589,3.8,52.2,35.8,5.7,6.3
28052,24,28,281,2818,2404,242852432,Bouglainval,303,763.0,,,24463,,,,,,24463,,,,,,,,,
28053,24,28,283,2810,2406,242852507,Le Boullay-les-Deux-Eglises,100,263.0,,,24827,,,,,,24827,,,,,,,,,
28054,24,28,283,2819,2406,242852440,Le Boullay-Mivoye,170,425.0,,,21428,,,,,,21428,,,,,,,,,
28055,24,28,283,2819,2406,242852440,Le Boullay-Thierry,204,599.0,,,22149,,,,,,22149,,,,,,,,,
28056,24,28,283,2819,2406,247800550,Boutigny-Prouais,657,1830.5,,,24567,,,,,,24567,,,,,,,,,
28057,24,28,282,2804,2404,242852465,Bouville,213,555.5,,,17554,,,,,,17554,,,,,,,,,
28058,24,28,283,2819,2406,242852572,Brechamps,136,327.0,,,23900,,,,,,23900,,,,,,,,,
28059,24,28,283,2805,2406,242852556,Brezolles,689,1777.0,,,15452.5,,,,,,15452.5,,,,,,,,,
28060,24,28,281,2807,2404,200026334,Briconville,,,,,,,,,,,,,,,,,,,,
28061,24,28,282,2806,2404,242852564,Brou,1692,3373.0,48.1,11501,16443,22155,6776,9918,12590,14486,16443,18139,20825,23923,29650,4.4,43.0,39.8,7.1,10.2
28062,24,28,283,2801,2406,242852457,Broue,313,901.5,,,23742,,,,,,23742,,,,,,,,,
28063,24,28,284,2820,0054,200006971,Brunelles,214,556.0,,,18841,,,,,,18841,,,,,,,,,
28064,24,28,283,2801,2406,242852457,Bu,727,1885.5,,,22109,,,,,,22109,,,,,,,,,
28065,24,28,282,2804,2405,242852465,Bullainville,,,,,,,,,,,,,,,,,,,,
28066,24,28,282,2806,2404,242852564,Bullou,93,238.0,,,18707,,,,,,18707,,,,,,,,,
28067,24,28,281,2815,2404,242852473,Cernay,,,,,,,,,,,,,,,,,,,,
28068,24,28,281,2807,2404,200026334,Challet,155,443.0,,,19065,,,,,,19065,,,,,,,,,
28069,24,28,283,2801,2406,247800550,Champagne,91,284.5,,,24931,,,,,,24931,,,,,,,,,
28070,24,28,281,2807,2404,200026334,Champhol,1229,3475.5,74.8,17440,22605,29218,12571,16310,18517,20085,22605,24930,27513,31550,38028,3.0,70.9,22.2,3.3,3.6
28071,24,28,284,2817,2404,242852549,Champrond-en-Gatine,250,564.5,,,17544,,,,,,17544,,,,,,,,,
28072,24,28,284,2820,0054,200006971,Champrond-en-Perchet,172,416.0,,,21285,,,,,,21285,,,,,,,,,
28073,24,28,281,2802,2404,242852606,Champseru,119,314.5,,,23953,,,,,,23953,,,,,,,,,
28074,24,28,281,2802,2404,242852531,La Chapelle-d'Aunainville,100,304.0,,,20727,,,,,,20727,,,,,,,,,
28075,24,28,282,2809,2405,242852598,La Chapelle-du-Noyer,434,1034.5,,,19796,,,,,,19796,,,,,,,,,
28076,24,28,283,2813,2406,242852457,La Chapelle-Forainvilliers,69,183.0,,,21960,,,,,,21960,,,,,,,,,
28077,24,28,283,2814,2404,242852309,La Chapelle-Fortin,70,174.0,,,17318,,,,,,17318,,,,,,,,,
28078,24,28,284,2803,0054,ZZZZZZZZZ,Chapelle-Guillaume,80,199.0,,,16496,,,,,,16496,,,,,,,,,
28079,24,28,284,2803,2405,242852564,Chapelle-Royale,155,329.0,,,15360,,,,,,15360,,,,,,,,,
28080,24,28,284,2803,0054,200006971,Charbonnieres,117,261.5,,,17372,,,,,,17372,,,,,,,,,
28081,24,28,281,2815,2404,242852473,Charonville,109,292.0,,,20323.5,,,,,,20323.5,,,,,,,,,
28082,24,28,283,2813,2406,242852440,Charpont,210,575.0,,,22530,,,,,,22530,,,,,,,,,
28083,24,28,282,2811,2405,242852424,Charray,53,104.0,,,20283,,,,,,20283,,,,,,,,,
28084,24,28,281,2818,2404,242852432,Chartainvilliers,266,748.0,,,23947,,,,,,23947,,,,,,,,,
28085,24,28,281,2899,2404,200026334,Chartres,18231,38253.5,61.9,12248,18991,27400,6645,10585,13710,16327,18991,21899,25286,30144,39023,5.9,63.4,24.5,6.1,6.1
28086,24,28,284,2823,2404,242852630,Chassant,134,315.0,,,17430,,,,,,17430,,,,,,,,,
28087,24,28,283,2805,2406,242852556,Chataincourt,95,244.5,,,23394,,,,,,23394,,,,,,,,,
28088,24,28,282,2809,2405,242852598,Chateaudun,5726,12511.5,51.1,9931,16059,22189,4823,8445,11235,13866,16059,18314,20770,24031,30038,6.2,53.3,34.4,5.7,6.6
28089,24,28,283,2810,2404,242852507,Chateauneuf-en-Thymerais,1114,2512.5,52.2,11404,16958,23126,7304,10308,12850,15107,16958,19069.5,21631,24791.5,30047,4.1,60.6,29.1,4.6,5.7
28090,24,28,283,2805,2406,242852556,Les Chatelets,,,,,,,,,,,,,,,,,,,,
28091,24,28,281,2815,2404,242852473,Les Chatelliers-Notre-Dame,54,134.5,,,19123,,,,,,19123,,,,,,,,,
28092,24,28,281,2802,2404,242852531,Chatenay,87,234.0,,,19318,,,,,,19318,,,,,,,,,
28093,24,28,282,2811,2405,242852424,Chatillon-en-Dunois,326,763.5,,,16417,,,,,,16417,,,,,,,,,
28094,24,28,283,2819,2406,242852572,Chaudon,630,1630.5,,,21789,,,,,,21789,,,,,,,,,
28095,24,28,281,2815,2404,242852473,Chauffours,108,278.0,,,20412,,,,,,20412,,,,,,,,,
28096,24,28,283,2801,2406,200006286,La Chaussee-d'Ivry,402,1005.0,,,21330,,,,,,21330,,,,,,,,,
28098,24,28,283,2813,2406,242852457,Cherisy,746,1930.5,,,21895,,,,,,21895,,,,,,,,,
28099,24,28,281,2812,2404,242852481,Chuisnes,411,1053.5,,,20640,,,,,,20640,,,,,,,,,
28100,24,28,281,2829,2404,200026334,Cintray,165,443.0,,,21899,,,,,,21899,,,,,,,,,
28101,24,28,282,2809,2405,242852580,Civry,145,368.5,,,17821,,,,,,17821,,,,,,,,,
28102,24,28,281,2807,2404,200026334,Clevilliers,253,731.0,,,21155,,,,,,21155,,,,,,,,,
28103,24,28,282,2811,2405,242852424,Cloyes-sur-le-Loir,1307,2658.0,54.9,12943,18435,24996,7832,11489,14303,16394,18435,20363,23309,27044,33582,4.3,45.6,39.5,7.5,7.4
28104,24,28,281,2807,2404,200026334,Coltainville,322,907.0,,,22578,,,,,,22578,,,,,,,,,
28105,24,28,284,2823,2404,242852630,Combres,197,477.5,,,16793,,,,,,16793,,,,,,,,,
28106,24,28,282,2809,2405,242852580,Conie-Molitard,165,409.5,,,21405,,,,,,21405,,,,,,,,,
28107,24,28,281,2826,2404,200026334,Corancez,154,416.0,,,22282,,,,,,22282,,,,,,,,,
28108,24,28,282,2821,2418,242800290,Cormainville,105,246.5,,,18094,,,,,,18094,,,,,,,,,
28109,24,28,284,2817,2404,242852549,Les Corvees-les-Yys,124,316.0,,,18158,,,,,,18158,,,,,,,,,
28110,24,28,281,2825,2404,200026334,Le Coudray,1612,4178.5,76.6,16510,22567,29627,12179,15240,17941,20280,22567,25213,27789,31847,38948,3.2,75.1,16.6,5.2,3.1
28111,24,28,284,2803,0054,200006971,Coudray-au-Perche,134,343.5,,,18618,,,,,,18618,,,,,,,,,
28112,24,28,284,2823,0054,242852630,Coudreceau,156,372.0,,,15625.5,,,,,,15625.5,,,,,,,,,
28113,24,28,283,2819,2406,242852572,Coulombs,558,1458.0,,,22868,,,,,,22868,,,,,,,,,
28114,24,28,282,2821,2418,242800290,Courbehaye,57,142.0,,,18596,,,,,,18596,,,,,,,,,
28115,24,28,282,2811,2405,242852424,Courtalain,249,497.0,,,16313,,,,,,16313,,,,,,,,,
28116,24,28,281,2812,2404,242852481,Courville-sur-Eure,1158,2698.0,59.2,12999,18195,24116,7891,11537,13993,16518,18195,20220,22722,25845,31635,4.0,61.3,26.1,6.2,6.3
28117,24,28,283,2827,2406,242852440,Crecy-Couve,114,286.0,,,23373,,,,,,23373,,,,,,,,,
28118,24,28,283,2819,2406,242852572,Croisilles,163,461.5,,,24725,,,,,,24725,,,,,,,,,
28119,24,28,284,2823,0054,242852630,La Croix-du-Perche,79,172.0,,,19101,,,,,,19101,,,,,,,,,
28120,24,28,283,2805,2406,242852556,Crucey-Villages,189,473.0,,,20734,,,,,,20734,,,,,,,,,
28121,24,28,282,2821,2418,ZZZZZZZZZ,Dambron,,,,,,,,,,,,,,,,,,,,
28122,24,28,281,2826,2404,242800217,Dammarie,580,1557.0,,,22045,,,,,,22045,,,,,,,,,
28123,24,28,282,2806,2404,242852564,Dampierre-sous-Brou,216,515.0,,,17445,,,,,,17445,,,,,,,,,
28124,24,28,283,2805,2406,242852523,Dampierre-sur-Avre,269,740.5,,,20885,,,,,,20885,,,,,,,,,
28126,24,28,282,2804,2404,242852465,Dancy,90,216.5,,,18744,,,,,,18744,,,,,,,,,
28127,24,28,282,2806,2404,242852465,Dangeau,402,954.0,,,18532,,,,,,18532,,,,,,,,,
28128,24,28,281,2812,2404,200026334,Dangers,158,451.0,,,20899,,,,,,20899,,,,,,,,,
28129,24,28,281,2802,2404,242852531,Denonville,270,794.0,,,20539,,,,,,20539,,,,,,,,,
28130,24,28,283,2822,2404,242852515,Digny,404,1014.5,,,18737,,,,,,18737,,,,,,,,,
28132,24,28,282,2809,2405,242852580,Donnemain-Saint-Mames,277,749.0,,,18389,,,,,,18389,,,,,,,,,
28133,24,28,282,2811,2405,242852424,Douy,220,556.0,,,19853,,,,,,19853,,,,,,,,,
28134,24,28,283,2897,2406,242852440,Dreux,11953,31279.0,46.2,7510,13345,20269,3025,6330,8559,10863,13345,15903,18651,22036,27756,9.2,67.2,25.6,3.6,3.5
28135,24,28,281,2818,2404,242852416,Droue-sur-Drouette,463,1293.0,,,25960,,,,,,25960,,,,,,,,,
28136,24,28,283,2813,2406,242852457,Ecluzelles,71,171.0,,,21874,,,,,,21874,,,,,,,,,
28137,24,28,281,2818,2404,242852606,Ecrosnes,315,842.0,,,24046.5,,,,,,24046.5,,,,,,,,,
28139,24,28,281,2815,2404,242852473,Epeautrolles,66,200.0,,,19781,,,,,,19781,,,,,,,,,
28140,24,28,281,2818,2404,242852416,Epernon,2562,5574.5,67.3,14491,20776,27401,9095,13143,15813,18246,20776,23128,25894,29675,35593,3.9,73.5,20.3,3.0,3.2
28141,24,28,281,2815,2404,242852473,Ermenonville-la-Grande,117,328.5,,,20754,,,,,,20754,,,,,,,,,
28142,24,28,281,2815,2404,242852473,Ermenonville-la-Petite,74,191.0,,,19724,,,,,,19724,,,,,,,,,
28143,24,28,283,2805,2406,242852556,Escorpain,89,253.5,,,20700,,,,,,20700,,,,,,,,,
28144,24,28,284,2803,0054,200006971,Les Etilleux,98,253.0,,,16397,,,,,,16397,,,,,,,,,
28145,24,28,281,2824,2404,242852499,Fains-la-Folie,131,319.5,,,18887,,,,,,18887,,,,,,,,,
28146,24,28,283,2819,2406,242852572,Faverolles,330,906.5,,,24359,,,,,,24359,,,,,,,,,
28147,24,28,283,2810,2404,242852507,Favieres,198,556.0,,,20628,,,,,,20628,,,,,,,,,
28148,24,28,281,2812,2404,242852481,Le Favril,136,333.0,,,21433,,,,,,21433,,,,,,,,,
28149,24,28,283,2814,2404,242852309,La Ferte-Vidame,342,697.5,,,15223,,,,,,15223,,,,,,,,,
28150,24,28,282,2811,2405,242852424,La Ferte-Villeneuil,162,364.0,,,20633.5,,,,,,20633.5,,,,,,,,,
28151,24,28,283,2805,2406,242852556,Fessanvilliers-Mattanvilliers,56,164.0,,,18578,,,,,,18578,,,,,,,,,
28153,24,28,282,2804,2405,242852465,Flacey,89,212.5,,,19196,,,,,,19196,,,,,,,,,
28154,24,28,281,2812,2404,242852481,Fontaine-la-Guyon,534,1553.0,,,22095,,,,,,22095,,,,,,,,,
28155,24,28,283,2810,2406,242852507,Fontaine-les-Ribouts,89,216.0,,,18875,,,,,,18875,,,,,,,,,
28156,24,28,284,2817,2404,242852549,Fontaine-Simon,387,947.0,,,18017,,,,,,18017,,,,,,,,,
28157,24,28,282,2821,2418,242800290,Fontenay-sur-Conie,64,153.0,,,18784,,,,,,18784,,,,,,,,,
28158,24,28,281,2826,2404,200026334,Fontenay-sur-Eure,317,871.0,,,25712,,,,,,25712,,,,,,,,,
28159,24,28,283,2822,2404,242852515,La Framboisiere,147,362.0,,,18229,,,,,,18229,,,,,,,,,
28160,24,28,281,2802,2404,200026334,Francourville,295,817.5,,,20952,,,,,,20952,,,,,,,,,
28161,24,28,284,2823,2404,242852564,Fraze,224,498.5,,,17536,,,,,,17536,,,,,,,,,
28162,24,28,281,2826,2404,242800217,Fresnay-le-Comte,130,358.0,,,19677,,,,,,19677,,,,,,,,,
28163,24,28,281,2807,2404,200026334,Fresnay-le-Gilmert,78,225.0,,,21324,,,,,,21324,,,,,,,,,
28164,24,28,281,2816,2418,242852614,Fresnay-l'Eveque,276,740.0,,,18160.5,,,,,,18160.5,,,,,,,,,
28165,24,28,284,2823,2404,242852630,Fretigny,215,489.0,,,18355,,,,,,18355,,,,,,,,,
28166,24,28,284,2817,2404,242852481,Friaize,94,226.0,,,19530.5,,,,,,19530.5,,,,,,,,,
28167,24,28,281,2812,2404,242852481,Frunce,143,383.5,,,20711,,,,,,20711,,,,,,,,,
28168,24,28,281,2818,2404,242852606,Gallardon,1382,3601.5,64.9,15386,20754,27359,10532,14189,16554,18482,20754,22994,25805,29217,35543,3.4,73.7,18.4,4.8,3.0
28169,24,28,281,2802,2404,ZZZZZZZZZ,Garancieres-en-Beauce,82,218.0,,,22925,,,,,,22925,,,,,,,,,
28170,24,28,283,2827,2406,242852440,Garancieres-en-Drouais,107,302.5,,,21065,,,,,,21065,,,,,,,,,
28171,24,28,283,2828,2406,242852440,Garnay,354,905.5,,,23312,,,,,,23312,,,,,,,,,
28172,24,28,281,2818,2404,242852416,Gas,290,778.5,,,24399,,,,,,24399,,,,,,,,,
28173,24,28,281,2807,2404,200026334,Gasville-Oiseme,468,1275.0,,,23655,,,,,,23655,,,,,,,,,
28175,24,28,284,2820,0054,200006971,La Gaudaine,68,166.0,,,20669,,,,,,20669,,,,,,,,,
28176,24,28,282,2804,2404,242852465,Le Gault-Saint-Denis,267,705.0,,,19062,,,,,,19062,,,,,,,,,
28177,24,28,281,2825,2404,200026334,Gellainville,190,521.0,,,21286,,,,,,21286,,,,,,,,,
28178,24,28,283,2813,2406,242852457,Germainville,115,323.5,,,23745,,,,,,23745,,,,,,,,,
28179,24,28,281,2824,2404,242852499,Germignonville,101,232.0,,,18350.5,,,,,,18350.5,,,,,,,,,
28180,24,28,283,2801,2406,200006286,Gilles,177,514.5,,,22850,,,,,,22850,,,,,,,,,
28182,24,28,282,2806,2405,242852564,Gohory,127,317.5,,,18512,,,,,,18512,,,,,,,,,
28183,24,28,281,2816,2418,242852614,Gommerville,233,619.5,,,21004,,,,,,21004,,,,,,,,,
28184,24,28,281,2816,2404,242852614,Gouillons,124,351.0,,,21070,,,,,,21070,,,,,,,,,
28185,24,28,283,2801,2406,247800550,Goussainville,327,934.0,,,23065,,,,,,23065,,,,,,,,,
28187,24,28,283,2801,2406,200006286,Guainville,241,635.5,,,23304,,,,,,23304,,,,,,,,,
28188,24,28,281,2802,2404,ZZZZZZZZZ,Le Gue-de-Longroi,315,907.5,,,22492,,,,,,22492,,,,,,,,,
28189,24,28,281,2816,2418,242852614,Guilleville,73,188.0,,,21327,,,,,,21327,,,,,,,,,
28190,24,28,282,2821,2418,242800290,Guillonville,178,439.5,,,19703,,,,,,19703,,,,,,,,,
28191,24,28,281,2818,2404,242852416,Hanches,989,2695.5,77.2,17990,24207,30926,13116,16450,19378,21658,24207,26392,29578,33181,39458,3.0,73.2,19.8,2.4,4.6
28192,24,28,284,2823,2404,242852630,Happonvilliers,140,326.0,,,17177.5,,,,,,17177.5,,,,,,,,,
28193,24,28,283,2801,2406,247800550,Havelu,,,,,,,,,,,,,,,,,,,,
28194,24,28,281,2802,2404,200026334,Houville-la-Branche,172,477.0,,,23092,,,,,,23092,,,,,,,,,
28195,24,28,281,2818,2404,242852432,Houx,281,826.0,,,22869,,,,,,22869,,,,,,,,,
28196,24,28,281,2815,2404,242852473,Illiers-Combray,1425,3224.0,53.2,12720,17611,23395,7957,11557,13959,15923,17611,19684,21973,25069,30004,3.8,57.8,30.9,5.6,5.8
28197,24,28,281,2816,2418,242852614,Intreville,55,135.5,,,20091,,,,,,20091,,,,,,,,,
28198,24,28,282,2809,2405,242852598,Jallans,333,830.0,,,19470,,,,,,19470,,,,,,,,,
28199,24,28,281,2816,2418,242852614,Janville,733,1727.5,,,18105,,,,,,18105,,,,,,,,,
28200,24,28,283,2822,2404,242852515,Jaudrais,129,362.5,,,17680,,,,,,17680,,,,,,,,,
28201,24,28,281,2807,2404,200026334,Jouy,792,1995.5,,,22046,,,,,,22046,,,,,,,,,
28202,24,28,283,2814,2404,242852309,Lamblore,154,335.0,,,18915,,,,,,18915,,,,,,,,,
28203,24,28,281,2812,2404,242852481,Landelles,229,580.0,,,20155,,,,,,20155,,,,,,,,,
28204,24,28,282,2811,2405,242852424,Langey,154,346.0,,,17863,,,,,,17863,,,,,,,,,
28205,24,28,282,2809,2405,242852598,Lanneray,228,571.5,,,19748,,,,,,19748,,,,,,,,,
28206,24,28,283,2805,2406,242852556,Laons,282,736.0,,,18895,,,,,,18895,,,,,,,,,
28207,24,28,281,2802,2404,ZZZZZZZZZ,Lethuin,80,216.0,,,21294,,,,,,21294,,,,,,,,,
28208,24,28,281,2802,2404,ZZZZZZZZZ,Levainville,141,413.0,,,23376,,,,,,23376,,,,,,,,,
28209,24,28,281,2830,2404,200026334,Leves,2101,5336.0,72.2,16820,22395,30151,11818,15570,17976,19988,22395,24910,27912,32203,40658,3.4,67.8,21.5,5.2,5.5
28210,24,28,281,2816,2418,242852614,Levesville-la-Chenard,85,226.0,,,17680,,,,,,17680,,,,,,,,,
28211,24,28,282,2809,2405,242852580,Logron,246,590.0,,,19367,,,,,,19367,,,,,,,,,
28212,24,28,282,2821,2418,242800290,Loigny-la-Bataille,92,230.0,,,19345,,,,,,19345,,,,,,,,,
28213,24,28,283,2819,2406,242852572,Lormaye,280,630.5,,,21516,,,,,,21516,,,,,,,,,
28214,24,28,284,2817,2404,242852549,La Loupe,1670,3408.0,42.7,9558,14848,20784,4640,8130,10831,12792,14848,16879,19574,22734,27923,6.0,49.8,41.3,4.2,4.7
28215,24,28,281,2824,2404,242852499,Louville-la-Chenard,107,286.5,,,20166,,,,,,20166,,,,,,,,,
28216,24,28,283,2827,2406,242852440,Louvilliers-en-Drouais,81,209.0,,,20228,,,,,,20228,,,,,,,,,
28217,24,28,283,2822,2406,242852515,Louvilliers-les-Perche,66,185.5,,,18465,,,,,,18465,,,,,,,,,
28218,24,28,281,2829,2404,200026334,Luce,7489,16598.5,55.2,9999,16306,22475,5137,8402,11323,14047,16306,18548,21005,24158,29508,5.7,68.0,28.3,2.0,1.8
28219,24,28,284,2803,0054,242852564,Luigny,179,409.0,,,16961,,,,,,16961,,,,,,,,,
28220,24,28,281,2826,2404,200026334,Luisant,2929,7109.0,71.5,16341,22279,30482,10709,14887,17423,20061,22279,24907,28614,33420,42333,4.0,55.9,27.2,6.9,10.1
28221,24,28,282,2821,2418,242800290,Lumeau,73,188.0,,,21315,,,,,,21315,,,,,,,,,
28222,24,28,281,2815,2404,242852473,Luplante,148,402.0,,,19637,,,,,,19637,,,,,,,,,
28223,24,28,283,2813,2406,242852440,Luray,568,1639.5,,,18582,,,,,,18582,,,,,,,,,
28224,24,28,282,2809,2405,242852580,Lutz-en-Dunois,168,422.5,,,19563,,,,,,19563,,,,,,,,,
28225,24,28,281,2815,2404,242852473,Magny,226,646.5,,,20293,,,,,,20293,,,,,,,,,
28226,24,28,283,2810,2406,242852507,Maillebois,401,959.0,,,20099,,,,,,20099,,,,,,,,,
28227,24,28,281,2818,2404,242852432,Maintenon,1890,4409.5,70.3,15860,22187,29877,10671,14620,17199,19863,22187,24882,27956,32032,38281,3.6,65.7,27.1,3.4,3.9
28229,24,28,281,2830,2404,200026334,Mainvilliers,4547,10595.5,58.7,10000,17375,24169,4911,8223,11784,14708,17375,19802,22483,26150,32670,6.7,67.2,26.8,2.5,3.6
28230,24,28,281,2802,2404,ZZZZZZZZZ,Maisons,130,360.0,,,20694,,,,,,20694,,,,,,,,,
28231,24,28,283,2805,2406,242852556,La Manceliere,74,194.0,,,17483,,,,,,17483,,,,,,,,,
28232,24,28,284,2817,2404,242852549,Manou,241,573.5,,,18543,,,,,,18543,,,,,,,,,
28233,24,28,282,2809,2405,242852580,Marboue,480,1146.5,,,18960,,,,,,18960,,,,,,,,,
28234,24,28,281,2815,2404,242852473,Marcheville,185,527.0,,,19845,,,,,,19845,,,,,,,,,
28235,24,28,283,2801,2406,242852457,Marchezais,103,298.5,,,25549,,,,,,25549,,,,,,,,,
28236,24,28,284,2820,0054,200006971,Margon,530,1224.0,,,21101.5,,,,,,21101.5,,,,,,,,,
28237,24,28,284,2823,0054,242852630,Marolles-les-Buis,99,235.0,,,18253,,,,,,18253,,,,,,,,,
28239,24,28,283,2828,2406,242852440,Marville-Moutiers-Brule,347,937.5,,,21996,,,,,,21996,,,,,,,,,
28240,24,28,284,2817,2404,242852549,Meauce,220,531.5,,,20957,,,,,,20957,,,,,,,,,
28241,24,28,282,2811,2405,242852424,Le Mee,112,264.0,,,19409,,,,,,19409,,,,,,,,,
28242,24,28,281,2815,2404,242852473,Mereglise,,,,,,,,,,,,,,,,,,,,
28243,24,28,281,2816,2418,242852614,Merouville,88,221.0,,,22755,,,,,,22755,,,,,,,,,
28245,24,28,281,2815,2404,200026334,Meslay-le-Grenet,118,311.0,,,23124,,,,,,23124,,,,,,,,,
28246,24,28,282,2804,2404,242852465,Meslay-le-Vidame,175,505.5,,,20461,,,,,,20461,,,,,,,,,
28247,24,28,283,2801,2406,200006286,Le Mesnil-Simon,187,537.5,,,22492,,,,,,22492,,,,,,,,,
28248,24,28,283,2822,2404,242852515,Le Mesnil-Thomas,147,348.5,,,17274,,,,,,17274,,,,,,,,,
28249,24,28,281,2818,2404,242852432,Mevoisins,246,648.0,,,23905,,,,,,23905,,,,,,,,,
28250,24,28,282,2806,2404,242852564,Mezieres-au-Perche,56,135.0,,,17670,,,,,,17670,,,,,,,,,
28251,24,28,283,2813,2406,242852457,Mezieres-en-Drouais,390,948.5,,,23066,,,,,,23066,,,,,,,,,
28252,24,28,284,2803,0054,200006971,Miermaigne,88,219.0,,,16338,,,,,,16338,,,,,,,,,
28253,24,28,281,2826,2404,242800217,Mignieres,295,841.5,,,23250,,,,,,23250,,,,,,,,,
28254,24,28,281,2812,2404,200026334,Mittainvilliers,184,515.5,,,21429,,,,,,21429,,,,,,,,,
