CODGEO,REG,DEP,ARR,CV,ZE2010,EPCI,LIBGEO,MENFIS10,PMENFIS10,MENIMP10,QUAR1UC10,QUAR2UC10,QUAR3UC10,DEC1UC10,DEC2UC10,DEC3UC10,DEC4UC10,DEC5UC10,DEC6UC10,DEC7UC10,DEC8UC10,DEC9UC10,RDUC10,PTSA10,PPEN10,PBEN10,PAUT10
68038,42,68,682,6802,4207,246800593,Bischwihr,361,981.0,,,22911.5,,,,,,22911.5,,,,,,,,,
68039,42,68,681,6810,4209,246800544,Bisel,222,593.5,,,22392,,,,,,22392,,,,,,,,,
68040,42,68,686,6825,4208,246800452,Bitschwiller-les-Thann,851,2012.5,57.3,12452,18281,25419,7872,11285,13824,16274,18281,20588,23562,26968.5,34096,4.3,63.2,29.7,3.5,3.6
68041,42,68,683,6806,4208,246800015,Blodelsheim,711,1790.5,,,22608,,,,,,22608,,,,,,,,,
68042,42,68,684,6811,4209,246800247,Blotzheim,1726,4089.5,75.6,19324,28210,40904,11985,17459,21210,24599,28210,32729,37594,44493,57811,4.8,79.0,14.9,2.6,3.5
68043,42,68,683,6824,4208,200023281,Bollwiller,1446,3602.5,65.8,14641,19910,26331,9094,13186,15966,18078,19910,22219,24762,27857,34037,3.7,68.9,25.3,2.7,3.1
68044,42,68,685,6814,4207,246800551,Le Bonhomme,310,783.5,,,18801,,,,,,18801,,,,,,,,,
68045,42,68,686,6825,4208,246800452,Bourbach-le-Bas,236,633.0,,,23054,,,,,,23054,,,,,,,,,
68046,42,68,686,6815,4208,246800452,Bourbach-le-Haut,165,425.0,,,21151,,,,,,21151,,,,,,,,,
68049,42,68,681,6807,4209,246800643,Bouxwiller,157,425.0,,,24734,,,,,,24734,,,,,,,,,
68050,42,68,681,6805,4208,246800460,Brechaumont,175,419.0,,,21141,,,,,,21141,,,,,,,,,
68051,42,68,682,6818,4207,246800585,Breitenbach-Haut-Rhin,366,875.5,,,19204,,,,,,19204,,,,,,,,,
68052,42,68,681,6805,4208,246800460,Bretten,66,175.0,,,23261,,,,,,23261,,,,,,,,,
68054,42,68,684,6813,4209,246800684,Brinckheim,139,375.0,,,31289,,,,,,31289,,,,,,,,,
68055,42,68,684,6817,4208,200023281,Bruebach,405,1090.0,,,26551,,,,,,26551,,,,,,,,,
68056,42,68,684,6817,4208,200023281,Brunstatt,2629,5849.5,68.6,16552,24365,35709,10344,14998,18322,21388,24365,27743,32511,39926,51983,5.0,61.0,25.4,7.3,6.3
68057,42,68,681,6805,4208,246800460,Buethwiller,95,272.0,,,18103,,,,,,18103,,,,,,,,,
68058,42,68,683,6808,4208,246800569,Buhl,1316,3236.0,59.7,13307,19083,25420,8821,12009,14507,16951,19083,21082,24150,27501,34606,3.9,64.9,25.4,5.1,4.6
68059,42,68,686,6803,4208,246800676,Burnhaupt-le-Bas,683,1806.5,,,22635,,,,,,22635,,,,,,,,,
68060,42,68,686,6803,4208,246800676,Burnhaupt-le-Haut,630,1672.0,,,21583,,,,,,21583,,,,,,,,,
68061,42,68,684,6811,4209,246800247,Buschwiller,432,995.5,,,29313,,,,,,29313,,,,,,,,,
68062,42,68,681,6801,4209,246800197,Carspach,800,2044.5,,,23768,,,,,,23768,,,,,,,,,
68063,42,68,686,6803,4208,246800601,Cernay,4584,10895.5,58.2,11974,18153,24897,6791,10406,13360,15763,18153,20453,23329,27189,33963,5.0,67.6,25.3,3.1,4.1
68064,42,68,684,6831,4208,246800700,Chalampe,400,964.0,,,23129,,,,,,23129,,,,,,,,,
68065,42,68,681,6805,4208,246800460,Chavannes-sur-l'Etang,235,637.0,,,20984,,,,,,20984,,,,,,,,,
68066,42,68,682,6898,4207,246800726,Colmar,29155,62288.5,56.1,10469,17370,25419,5407,8940,11926,14785,17370,20077,23314,27890,36332,6.7,64.0,25.0,5.3,5.7
68067,42,68,681,6807,4209,246800643,Courtavon,155,376.5,,,21975,,,,,,21975,,,,,,,,,
68068,42,68,681,6805,4208,246800460,Dannemarie,908,2203.0,56.6,11734,18438,25456,7630,10219,13377,15710,18438,20741,24018,27895,34001,4.5,67.2,24.9,2.4,5.5
68069,42,68,682,6819,4207,246800098,Dessenheim,450,1254.5,,,21354,,,,,,21354,,,,,,,,,
68070,42,68,684,6817,4208,200023281,Didenheim,725,1735.5,,,22881,,,,,,22881,,,,,,,,,
68071,42,68,681,6805,4208,246800460,Diefmatten,100,278.5,,,22142,,,,,,22142,,,,,,,,,
68072,42,68,684,6813,4209,200023281,Dietwiller,520,1423.0,,,28096,,,,,,28096,,,,,,,,,
68073,42,68,686,6815,4208,246800676,Dolleren,176,457.0,,,19113,,,,,,19113,,,,,,,,,
68074,42,68,681,6807,4209,246800643,Durlinsdorf,197,527.0,,,22641,,,,,,22641,,,,,,,,,
68075,42,68,681,6807,4209,246800437,Durmenach,369,913.0,,,23587,,,,,,23587,,,,,,,,,
68076,42,68,682,6802,4207,246800098,Durrenentzen,333,941.5,,,20964,,,,,,20964,,,,,,,,,
68077,42,68,681,6801,4208,246800460,Eglingen,130,365.0,,,21813,,,,,,21813,,,,,,,,,
68078,42,68,682,6826,4207,246800494,Eguisheim,746,1805.5,,,24348,,,,,,24348,,,,,,,,,
68079,42,68,681,6805,4208,246800460,Elbach,107,273.0,,,21115,,,,,,21115,,,,,,,,,
68080,42,68,681,6801,4209,246800361,Emlingen,108,285.0,,,28322,,,,,,28322,,,,,,,,,
68081,42,68,681,6801,4208,246800189,Saint-Bernard,194,537.0,,,21617,,,,,,21617,,,,,,,,,
68082,42,68,683,6806,4208,246800445,Ensisheim,2884,7111.0,61.8,13559,19425,26385,8203,12250,14812,17020,19425,21694,24513,28319,34891,4.3,70.7,23.3,2.8,3.3
68083,42,68,682,6818,4207,246800585,Eschbach-au-Val,168,391.5,,,18750,,,,,,18750,,,,,,,,,
68084,42,68,684,6809,4208,200023281,Eschentzwiller,586,1524.5,,,28307,,,,,,28307,,,,,,,,,
68085,42,68,681,6805,4208,246800460,Eteimbes,137,378.0,,,21045,,,,,,21045,,,,,,,,,
68086,42,68,681,6805,4208,246800460,Falkwiller,74,193.0,,,22202,,,,,,22202,,,,,,,,,
68087,42,68,681,6810,4209,246800544,Feldbach,181,467.0,,,26893,,,,,,26893,,,,,,,,,
68088,42,68,683,6824,4208,200023281,Feldkirch,377,949.0,,,22763,,,,,,22763,,,,,,,,,
68089,42,68,686,6822,4208,246800205,Fellering,694,1672.0,,,19603,,,,,,19603,,,,,,,,,
68090,42,68,681,6807,4209,246800643,Ferrette,376,810.5,,,21675,,,,,,21675,,,,,,,,,
68091,42,68,683,6806,4208,246800015,Fessenheim,899,2312.0,73.6,16926,22860.5,30037,11766,15674,18099,20508,22860.5,25488,28889,31846,37233,3.2,76.2,17.9,3.7,2.1
68092,42,68,681,6807,4209,246800643,Fislis,174,429.0,,,25259,,,,,,25259,,,,,,,,,
68093,42,68,684,6817,4208,200023281,Flaxlanden,558,1468.5,,,25413,,,,,,25413,,,,,,,,,
68094,42,68,684,6811,4209,246800650,Folgensbourg,330,830.0,,,29575,,,,,,29575,,,,,,,,,
68095,42,68,682,6802,4207,246800593,Fortschwihr,421,1274.0,,,23903,,,,,,23903,,,,,,,,,
68096,42,68,681,6801,4209,246800361,Franken,137,349.5,,,31154,,,,,,31154,,,,,,,,,
68097,42,68,685,6814,4207,246800551,Freland,558,1364.5,,,20698,,,,,,20698,,,,,,,,,
68098,42,68,681,6810,4209,246800544,Friesen,247,632.0,,,21277,,,,,,21277,,,,,,,,,
68099,42,68,681,6801,4208,246800189,Froeningen,290,697.0,,,23405,,,,,,23405,,,,,,,,,
68100,42,68,681,6810,4209,246800411,Fulleren,131,348.0,,,20953,,,,,,20953,,,,,,,,,
68101,42,68,684,6817,4208,200023281,Galfingue,303,802.0,,,25025,,,,,,25025,,,,,,,,,
68102,42,68,686,6822,4208,246800205,Geishouse,202,476.5,,,21476,,,,,,21476,,,,,,,,,
68103,42,68,684,6813,4209,246800684,Geispitzen,173,435.5,,,33836,,,,,,33836,,,,,,,,,
68104,42,68,682,6819,4207,246800098,Geiswasser,120,334.0,,,21001,,,,,,21001,,,,,,,,,
68105,42,68,681,6805,4208,246800460,Gildwiller,108,284.0,,,23695.5,,,,,,23695.5,,,,,,,,,
68106,42,68,686,6822,4208,246800205,Goldbach-Altenbach,121,302.0,,,19748,,,,,,19748,,,,,,,,,
68107,42,68,681,6805,4208,246800460,Gommersdorf,144,358.0,,,21073,,,,,,21073,,,,,,,,,
68108,42,68,681,6810,4209,246800437,Grentzingen,210,566.0,,,22823,,,,,,22823,,,,,,,,,
68109,42,68,682,6818,4207,246800585,Griesbach-au-Val,293,767.0,,,20906,,,,,,20906,,,,,,,,,
68110,42,68,682,6802,4207,246800593,Grussenheim,302,808.0,,,21357,,,,,,21357,,,,,,,,,
68111,42,68,683,6821,4207,246800494,Gueberschwihr,328,814.5,,,24228,,,,,,24228,,,,,,,,,
68112,42,68,683,6808,4208,246800569,Guebwiller,5167,11148.0,54.6,11163,17269,24213,6351,9700,12574,15059,17269,19553,22422,26409,33524,5.3,63.7,26.7,4.6,5.0
68113,42,68,685,6820,4207,246800577,Guemar,548,1403.0,,,20740,,,,,,20740,,,,,,,,,
68114,42,68,681,6805,4208,246800460,Guevenatten,52,121.0,,,22752,,,,,,22752,,,,,,,,,
68115,42,68,686,6825,4208,246800676,Guewenheim,516,1342.0,,,22142,,,,,,22142,,,,,,,,,
68116,42,68,683,6821,4208,246800494,Gundolsheim,286,746.0,,,22555,,,,,,22555,,,,,,,,,
68117,42,68,682,6818,4207,246800585,Gunsbach,373,941.5,,,21544,,,,,,21544,,,,,,,,,
68118,42,68,684,6809,4208,200023281,Habsheim,2027,4867.0,71.7,16737,23586,32436,11463,15208,17949,21010,23586,26814,30491,35823,45750,4.0,73.6,20.0,3.2,3.2
68119,42,68,681,6805,4208,246800460,Hagenbach,257,687.0,,,22702,,,,,,22702,,,,,,,,,
68120,42,68,684,6811,4209,246800650,Hagenthal-le-Bas,494,1160.0,,,32189,,,,,,32189,,,,,,,,,
68121,42,68,684,6811,4209,246800650,Hagenthal-le-Haut,236,618.0,,,30472,,,,,,30472,,,,,,,,,
68122,42,68,683,6824,4208,246800569,Hartmannswiller,234,646.5,,,21965,,,,,,21965,,,,,,,,,
68123,42,68,683,6821,4207,246800494,Hattstatt,334,820.0,,,22411,,,,,,22411,,,,,,,,,
68124,42,68,681,6801,4209,246800361,Hausgauen,157,440.5,,,26130,,,,,,26130,,,,,,,,,
68125,42,68,681,6805,4208,246800460,Hecken,153,459.0,,,21419,,,,,,21419,,,,,,,,,
68126,42,68,684,6811,4209,246800247,Hegenheim,1362,3149.5,79.1,20939,33311,48125,14138,18784,22947,28068,33311,38092,44835,53370,67967,4.8,73.5,18.4,4.2,3.9
68127,42,68,681,6801,4208,246800189,Heidwiller,253,645.5,,,23998,,,,,,23998,,,,,,,,,
68128,42,68,681,6810,4209,246800544,Heimersdorf,234,635.0,,,21631,,,,,,21631,,,,,,,,,
68129,42,68,684,6817,4208,200023281,Heimsbrunn,541,1406.0,,,26133,,,,,,26133,,,,,,,,,
68130,42,68,682,6819,4207,246800098,Heiteren,385,973.0,,,22239,,,,,,22239,,,,,,,,,
68131,42,68,681,6801,4209,246800361,Heiwiller,67,186.0,,,24705,,,,,,24705,,,,,,,,,
68132,42,68,684,6813,4209,246800684,Helfrantzkirch,308,783.5,,,29365,,,,,,29365,,,,,,,,,
68133,42,68,681,6810,4209,246800544,Henflingen,73,207.0,,,24566,,,,,,24566,,,,,,,,,
68134,42,68,682,6826,4207,246800726,Herrlisheim-pres-Colmar,742,1822.5,,,23730,,,,,,23730,,,,,,,,,
68135,42,68,684,6811,4209,246800247,Hesingue,1034,2532.0,80.2,20663,31745,43471,14708,18931,22959,27381,31745,35647,40924,47858,59733,4.1,80.0,14.0,2.5,3.6
68136,42,68,682,6819,4207,246800098,Hettenschlag,119,334.0,,,21748,,,,,,21748,,,,,,,,,
68137,42,68,681,6810,4209,246800411,Hindlingen,245,667.5,,,19790,,,,,,19790,,,,,,,,,
68138,42,68,681,6810,4209,246800544,Hirsingue,941,2147.5,60.5,14113,20311,29033,7606,12866.5,15435,17853,20311,23249,26482,31908,41957,5.5,68.8,23.9,3.5,3.9
68139,42,68,681,6810,4209,246800197,Hirtzbach,545,1348.5,,,22353,,,,,,22353,,,,,,,,,
68140,42,68,683,6806,4208,246800015,Hirtzfelden,424,1161.5,,,21977,,,,,,21977,,,,,,,,,
68141,42,68,681,6801,4208,246800189,Hochstatt,872,2162.0,71.9,17851,24469,33373,13281,16640,19257,22091,24469,27459,30805,36052,44978,3.4,64.5,25.6,3.4,6.6
68142,42,68,682,6818,4207,246800585,Hohrod,138,303.5,,,21469,,,,,,21469,,,,,,,,,
68143,42,68,682,6802,4207,246800593,Holtzwihr,505,1384.5,,,23848,,,,,,23848,,,,,,,,,
68144,42,68,684,6831,4208,246800700,Hombourg,407,1085.5,,,23181,,,,,,23181,,,,,,,,,
68145,42,68,682,6802,4207,246800726,Horbourg-Wihr,2281,5171.5,70.3,16165,22083,29899,11921,15045,17182,19687,22083,24902,28123,32121,40885,3.4,63.4,28.2,3.6,4.9
68146,42,68,682,6802,4207,246800726,Houssen,709,1770.0,,,21096,,,,,,21096,,,,,,,,,
68147,42,68,685,6820,4207,246800577,Hunawihr,250,587.0,,,24341,,,,,,24341,,,,,,,,,
68148,42,68,681,6801,4209,246800361,Hundsbach,118,321.0,,,24601,,,,,,24601,,,,,,,,,
68149,42,68,684,6811,4209,246800247,Huningue,3076,6591.0,65.7,13150,21283,33556,6846,11381,14971,18080,21283,24996,30056,37339,50084,7.3,77.7,18.2,2.0,2.2
68150,42,68,682,6826,4207,ZZZZZZZZZ,Husseren-les-Chateaux,197,477.5,,,25324,,,,,,25324,,,,,,,,,
68151,42,68,686,6822,4208,246800205,Husseren-Wesserling,421,945.0,,,19097,,,,,,19097,,,,,,,,,
68152,42,68,681,6801,4208,246800189,Illfurth,993,2486.0,67.5,16701,23328,31854,11313,14731,17905,20292,23328,26149,29308,34042,42473,3.8,69.9,21.2,3.8,5.2
68153,42,68,685,6820,4207,246800577,Illhaeusern,266,682.5,,,23129,,,,,,23129,,,,,,,,,
68154,42,68,684,6831,4208,200023281,Illzach,5955,14413.0,57.6,11084,17647,24814,6751,9615,12488,15205,17647,19953,22845,27078,33715,5.0,68.4,25.5,2.7,3.4
68155,42,68,685,6812,4207,246800726,Ingersheim,1953,4479.5,65.4,14923,20554,27814,9413,13490,15991,18455,20554,22795,25865,30269,37827,4.0,61.8,27.0,5.1,6.1
68156,42,68,683,6824,4208,246800569,Issenheim,1292,3261.5,65.1,15347,20057,26360,10499,13875,16376,18170,20057,22302,24794,28745,34553,3.3,66.8,26.6,3.5,3.0
68157,42,68,682,6802,4207,246800726,Jebsheim,442,1213.0,,,21363,,,,,,21363,,,,,,,,,
68158,42,68,681,6801,4209,246800361,Jettingen,206,514.0,,,26212,,,,,,26212,,,,,,,,,
68159,42,68,683,6824,4208,246800569,Jungholtz,361,927.5,,,22154,,,,,,22154,,,,,,,,,
68160,42,68,684,6813,4209,246800684,Kappelen,209,547.0,,,29057,,,,,,29057,,,,,,,,,
68161,42,68,685,6812,4207,246800551,Katzenthal,232,571.5,,,23617,,,,,,23617,,,,,,,,,
68162,42,68,685,6812,4207,246800551,Kaysersberg,1211,2644.5,65.6,15165,21074,27794,10492,13783,16473,18708,21074,24015,26209,29702,37602,3.6,59.9,28.5,5.2,6.5
68163,42,68,684,6813,4209,246800247,Kembs,1782,4469.5,77.8,20052,27833,38177,13729,18310,21648,24946,27833,31384,35520,41690,52861,3.9,82.5,13.5,1.8,2.2
68164,42,68,685,6812,4207,246800551,Kientzheim,318,764.5,,,22099,,,,,,22099,,,,,,,,,
68165,42,68,681,6807,4209,246800643,Kiffis,105,236.0,,,28834.5,,,,,,28834.5,,,,,,,,,
68166,42,68,684,6827,4208,200023281,Kingersheim,5311,12983.0,64.5,13988,20022.5,27018,8786,12481,15189,17639,20022.5,22367,25197,29413,36009,4.1,68.3,25.8,2.1,3.8
68167,42,68,686,6815,4208,246800676,Kirchberg,316,846.5,,,19412,,,,,,19412,,,,,,,,,
68168,42,68,684,6811,4209,246800650,Knoeringue,133,361.0,,,31758,,,,,,31758,,,,,,,,,
68169,42,68,681,6807,4209,246800643,Koestlach,193,510.0,,,26375,,,,,,26375,,,,,,,,,
68170,42,68,684,6813,4209,246800684,Koetzingue,218,596.0,,,26867,,,,,,26867,,,,,,,,,
68171,42,68,686,6822,4208,246800205,Kruth,408,977.5,,,19364,,,,,,19364,,,,,,,,,
68172,42,68,682,6802,4207,246800098,Kunheim,657,1752.0,,,21509.5,,,,,,21509.5,,,,,,,,,
68173,42,68,685,6814,4207,246800551,Labaroche,922,2288.5,70.5,16677,22095,29805,11177,15013,17704,19981,22095,25443,28300,32417,40720,3.6,66.0,23.4,4.1,6.5
68174,42,68,684,6813,4208,246800684,Landser,607,1584.0,,,22628.5,,,,,,22628.5,,,,,,,,,
68175,42,68,685,6814,4207,246800551,Lapoutroie,784,1933.0,59.1,14350,19695,26151,8892,13095,15384,17402,19695,22005,24890,28657,34912,3.9,63.7,25.1,4.7,6.6
68176,42,68,681,6810,4209,246800411,Largitzen,120,304.0,,,24893,,,,,,24893,,,,,,,,,
68177,42,68,683,6808,4208,246800569,Lautenbach,646,1633.5,,,20540,,,,,,20540,,,,,,,,,
68178,42,68,683,6808,4208,246800569,Lautenbachzell,406,1007.0,,,20717,,,,,,20717,,,,,,,,,
68179,42,68,686,6815,4208,246800676,Lauw,383,972.5,,,21469,,,,,,21469,,,,,,,,,
68180,42,68,686,6825,4208,246800452,Leimbach,334,843.5,,,23795,,,,,,23795,,,,,,,,,
68181,42,68,681,6807,4209,246800643,Levoncourt,104,269.5,,,21514,,,,,,21514,,,,,,,,,
68182,42,68,684,6811,4209,246800650,Leymen,488,1165.5,,,33232,,,,,,33232,,,,,,,,,
68183,42,68,684,6811,4209,246800650,Liebenswiller,70,188.5,,,32040,,,,,,32040,,,,,,,,,
68184,42,68,681,6807,4209,246800643,Liebsdorf,127,336.0,,,23173,,,,,,23173,,,,,,,,,
68185,42,68,685,6823,4204,246800395,Liepvre,713,1771.0,,,18338,,,,,,18338,,,,,,,,,
68186,42,68,681,6807,4209,246800643,Ligsdorf,142,329.0,,,24729,,,,,,24729,,,,,,,,,
68187,42,68,681,6807,4209,246800643,Linsdorf,131,324.0,,,28538,,,,,,28538,,,,,,,,,
68188,42,68,683,6808,4208,246800569,Linthal,248,656.0,,,20344,,,,,,20344,,,,,,,,,
68189,42,68,682,6819,4207,246800098,Logelheim,288,850.0,,,22791,,,,,,22791,,,,,,,,,
68190,42,68,681,6807,4209,246800643,Lucelle,,,,,,,,,,,,,,,,,,,,
68191,42,68,681,6801,4208,246800189,Luemschwiller,281,713.0,,,21545,,,,,,21545,,,,,,,,,
68192,42,68,681,6805,4208,246800460,Valdieu-Lutran,147,383.0,,,19888,,,,,,19888,,,,,,,,,
68193,42,68,682,6818,4207,246800585,Luttenbach-pres-Munster,332,781.5,,,18612,,,,,,18612,,,,,,,,,
68194,42,68,681,6807,4209,246800643,Lutter,126,294.0,,,27665,,,,,,27665,,,,,,,,,
68195,42,68,684,6827,4208,200023281,Lutterbach,2552,5809.0,63.0,13443,20279,28936,7931,11956,14935,17760,20279,23440,26845,31205,38367,4.8,67.2,24.9,3.9,4.0
68196,42,68,681,6805,4208,246800460,Magny,98,297.5,,,16980,,,,,,16980,,,,,,,,,
68197,42,68,684,6813,4209,246800684,Magstatt-le-Bas,174,473.5,,,26715,,,,,,26715,,,,,,,,,
68198,42,68,684,6813,4209,246800684,Magstatt-le-Haut,104,269.0,,,28418,,,,,,28418,,,,,,,,,
68199,42,68,686,6822,4208,246800205,Malmerspach,209,503.5,,,18054,,,,,,18054,,,,,,,,,
68200,42,68,681,6805,4208,246800460,Manspach,233,569.0,,,21187,,,,,,21187,,,,,,,,,
68201,42,68,686,6815,4208,246800676,Masevaux,1441,3185.0,56.6,13146,18553,25179,8797,11769,14673,16590,18553,20771,23483,27138,34025,3.9,61.7,27.8,4.6,6.0
68202,42,68,681,6810,4209,246800411,Mertzen,90,224.0,,,20067,,,,,,20067,,,,,,,,,
68203,42,68,683,6824,4208,246800569,Merxheim,473,1288.5,,,22016,,,,,,22016,,,,,,,,,
68204,42,68,682,6818,4207,246800585,Metzeral,464,1093.5,,,18863,,,,,,18863,,,,,,,,,
68205,42,68,683,6806,4208,246800445,Meyenheim,383,1042.5,,,21937,,,,,,21937,,,,,,,,,
68206,42,68,686,6825,4208,246800452,Michelbach,132,362.5,,,25366,,,,,,25366,,,,,,,,,
68207,42,68,684,6811,4209,246800650,Michelbach-le-Bas,288,704.5,,,32573,,,,,,32573,,,,,,,,,
68208,42,68,684,6811,4209,246800650,Michelbach-le-Haut,213,536.0,,,31866,,,,,,31866,,,,,,,,,
68209,42,68,685,6812,4207,246800577,Mittelwihr,348,854.0,,,22081,,,,,,22081,,,,,,,,,
68210,42,68,682,6818,4207,246800585,Mittlach,122,343.0,,,18909,,,,,,18909,,,,,,,,,
68211,42,68,686,6822,4208,246800205,Mitzach,171,432.0,,,19054,,,,,,19054,,,,,,,,,
68212,42,68,681,6807,4209,246800643,Moernach,220,593.5,,,24027,,,,,,24027,,,,,,,,,
68213,42,68,686,6822,4208,246800205,Mollau,171,416.0,,,18880,,,,,,18880,,,,,,,,,
68214,42,68,681,6805,4208,246800460,Montreux-Jeune,133,352.0,,,22866,,,,,,22866,,,,,,,,,
68215,42,68,681,6805,4208,246800460,Montreux-Vieux,360,886.5,,,17888,,,,,,17888,,,,,,,,,
68216,42,68,681,6807,4209,246800411,Mooslargue,172,434.5,,,22136,,,,,,22136,,,,,,,,,
68217,42,68,686,6822,4208,246800205,Moosch,729,1654.0,,,19123,,,,,,19123,,,,,,,,,
68218,42,68,684,6817,4208,200023281,Morschwiller-le-Bas,1396,3522.5,70.9,16077,22500,31175,10247,14689,17710,19877,22500,25491,28891,33647,42155,4.1,59.8,21.9,4.8,13.5
68219,42,68,686,6815,4208,246800676,Mortzwiller,123,349.0,,,23329,,,,,,23329,,,,,,,,,
68221,42,68,681,6807,4209,246800437,Muespach,354,868.5,,,28300,,,,,,28300,,,,,,,,,
68222,42,68,681,6807,4209,246800437,Muespach-le-Haut,377,1019.0,,,31559,,,,,,31559,,,,,,,,,
68223,42,68,682,6818,4207,246800585,Muhlbach-sur-Munster,333,753.5,,,20047,,,,,,20047,,,,,,,,,
68224,42,68,684,6899,4208,200023281,Mulhouse,45440,103216.0,45.7,6944,13229,21368,2364,5632,8147,10593,13229,16075,19440,23703,32130,13.6,65.2,24.7,4.7,5.4
68225,42,68,683,6806,4208,246800015,Munchhouse,596,1596.0,,,22612,,,,,,22612,,,,,,,,,
68226,42,68,682,6818,4207,246800585,Munster,2167,4634.5,52.9,11893,17703,23890,6697,10533,13270,15686,17703,19768,22472,25551,31798,4.8,57.1,31.3,5.1,6.5
68227,42,68,682,6802,4207,246800593,Muntzenheim,417,1167.0,,,20933,,,,,,20933,,,,,,,,,
68228,42,68,683,6806,4208,246800445,Munwiller,170,471.0,,,24273,,,,,,24273,,,,,,,,,
68229,42,68,683,6808,4208,246800569,Murbach,59,144.0,,,24519,,,,,,24519,,,,,,,,,
68230,42,68,682,6819,4207,246800098,Nambsheim,225,582.0,,,20385,,,,,,20385,,,,,,,,,
68231,42,68,682,6819,4207,246800098,Neuf-Brisach,875,1957.0,53.6,10853,16270,22011,6084,9868,11823,13883,16270,18460,20592,24182,29203,4.8,70.3,23.4,2.0,4.2
68232,42,68,684,6811,4209,246800650,Neuwiller,216,506.5,,,33840,,,,,,33840,,,,,,,,,
68233,42,68,686,6815,4208,246800676,Niederbruck,183,485.5,,,19108,,,,,,19108,,,,,,,,,
68234,42,68,683,6806,4207,246800445,Niederentzen,182,469.5,,,21792,,,,,,21792,,,,,,,,,
68235,42,68,683,6806,4207,246800445,Niederhergheim,383,994.0,,,22366.5,,,,,,22366.5,,,,,,,,,
68237,42,68,685,6812,4207,246800726,Niedermorschwihr,241,563.0,,,25571,,,,,,25571,,,,,,,,,
68238,42,68,684,6831,4209,246800700,Niffer,353,920.5,,,28057,,,,,,28057,,,,,,,,,
68239,42,68,686,6815,4208,246800676,Oberbruck,180,433.0,,,18578,,,,,,18578,,,,,,,,,
68240,42,68,681,6810,4209,246800544,Oberdorf,223,571.0,,,25669,,,,,,25669,,,,,,,,,
68241,42,68,683,6806,4207,246800445,Oberentzen,233,568.5,,,22776,,,,,,22776,,,,,,,,,
68242,42,68,683,6806,4207,246800445,Oberhergheim,467,1191.0,,,20910,,,,,,20910,,,,,,,,,
68243,42,68,681,6807,4209,246800643,Oberlarg,65,157.0,,,25140,,,,,,25140,,,,,,,,,
68244,42,68,682,6826,4207,246800494,Obermorschwihr,148,361.5,,,23803,,,,,,23803,,,,,,,,,
68245,42,68,681,6801,4209,246800361,Obermorschwiller,151,438.0,,,23644,,,,,,23644,,,,,,,,,
68246,42,68,682,6819,4207,246800098,Obersaasheim,376,1039.5,,,21303,,,,,,21303,,,,,,,,,
68247,42,68,686,6822,4208,246800205,Oderen,523,1195.5,,,17956,,,,,,17956,,,,,,,,,
68248,42,68,681,6807,4209,246800643,Oltingue,293,731.0,,,26914,,,,,,26914,,,,,,,,,
68249,42,68,685,6814,4207,246800551,Orbey,1484,3526.5,59.9,14151,19369,25345,9371,12972,15373,17373,19369,21502,24062,27056,33049,3.5,60.4,27.4,4.9,7.3
68250,42,68,683,6808,4208,246800569,Orschwihr,436,1035.0,,,22904,,,,,,22904,,,,,,,,,
68251,42,68,683,6821,4208,246800494,Osenbach,353,945.5,,,22781,,,,,,22781,,,,,,,,,
68252,42,68,685,6820,4207,246800577,Ostheim,620,1552.0,,,20726,,,,,,20726,,,,,,,,,
68253,42,68,684,6831,4208,246800700,Ottmarsheim,786,1880.0,,,21321,,,,,,21321,,,,,,,,,
68254,42,68,684,6831,4209,246800700,Petit-Landau,287,760.5,,,25921,,,,,,25921,,,,,,,,,
68255,42,68,683,6821,4207,246800494,Pfaffenheim,567,1369.5,,,22862,,,,,,22862,,,,,,,,,
68256,42,68,684,6827,4208,200023281,Pfastatt,3971,8915.5,65.6,14028,20443,28520,8412,12491,15401,17857,20443,23003,26514,30650,38388,4.6,64.7,27.7,3.4,4.2
68257,42,68,681,6810,4209,246800411,Pfetterhouse,419,1028.5,,,22096,,,,,,22096,,,,,,,,,
68258,42,68,683,6806,4208,200023281,Pulversheim,1115,2840.0,67.1,16175,20926,27302,11009,15032,17250.5,18989,20926,22951.5,25585,29205,36116,3.3,69.7,24.1,3.1,3.0
68259,42,68,681,6807,4209,246800643,Raedersdorf,195,489.0,,,26110,,,,,,26110,,,,,,,,,
68260,42,68,683,6824,4208,246800569,Raedersheim,412,1128.0,,,23289,,,,,,23289,,,,,,,,,
68261,42,68,686,6825,4208,246800452,Rammersmatt,94,226.0,,,23040,,,,,,23040,,,,,,,,,
68262,42,68,686,6822,4208,246800205,Ranspach,346,848.0,,,18837,,,,,,18837,,,,,,,,,
68263,42,68,684,6811,4209,246800650,Ranspach-le-Bas,279,684.0,,,30341,,,,,,30341,,,,,,,,,
68264,42,68,684,6811,4209,246800650,Ranspach-le-Haut,240,629.0,,,29690,,,,,,29690,,,,,,,,,
68265,42,68,684,6813,4209,246800684,Rantzwiller,276,759.5,,,29909,,,,,,29909,,,,,,,,,
68266,42,68,683,6806,4208,246800445,Reguisheim,709,1774.5,,,21326,,,,,,21326,,,,,,,,,
68267,42,68,684,6827,4208,200023281,Reiningue,726,1805.0,,,22930,,,,,,22930,,,,,,,,,
