,exe_spe,departement,dep_mon,densite
1083,14,34,2187,0.0
1084,14,35,1173,0.0
1085,14,36,661,0.0
1086,14,37,1023,0.0
1087,14,38,3018,0.1
1088,14,39,679,0.0
1089,14,4,504,0.0
1090,14,40,931,0.0
1091,14,41,702,0.0
1092,14,42,1243,0.0
1093,14,43,485,0.0
1094,14,44,1369,0.0
1095,14,45,1486,0.0
1096,14,46,424,0.0
1097,14,47,567,0.0
1098,14,48,174,0.0
1099,14,49,1627,0.0
1100,14,5,642,0.0
1101,14,50,818,0.0
1102,14,51,1614,0.0
1103,14,52,313,0.0
1104,14,53,719,0.0
1105,14,54,1345,0.0
1106,14,55,480,0.0
1107,14,56,833,0.0
1108,14,57,1388,0.0
1109,14,58,602,0.0
1110,14,59,5094,0.0
1111,14,6,1896,0.1
1112,14,60,1287,0.0
1113,14,61,398,0.0
1114,14,62,2012,0.0
1115,14,63,801,0.0
1116,14,64,2200,0.0
1117,14,65,312,0.0
1118,14,66,776,0.0
1119,14,67,2500,0.1
1120,14,68,1540,0.0
1121,14,69,3189,0.1
1122,14,7,906,0.0
1123,14,70,468,0.0
1124,14,71,752,0.0
1125,14,72,714,0.0
1126,14,73,816,0.0
1127,14,74,1520,0.0
1128,14,75,5166,0.2
1129,14,76,2208,0.0
1130,14,77,2526,0.0
1131,14,78,3088,0.0
1132,14,79,408,0.0
1133,14,8,817,0.0
1134,14,80,878,0.0
1135,14,81,311,0.0
1136,14,82,784,0.0
1137,14,83,2178,0.0
1138,14,84,1266,0.0
1139,14,85,680,0.0
1140,14,86,743,0.0
1141,14,87,1124,0.0
1142,14,88,638,0.0
1143,14,89,649,0.0
1144,14,9,351,0.0
1145,14,90,202,0.0
1146,14,91,2645,0.0
1147,14,92,3754,0.1
1148,14,93,2358,0.1
1149,14,94,2860,0.0
1150,14,95,2750,0.0
1151,14,97,4335,0.0
1152,15,1,3073,3.9
1153,15,10,2036,5.5
1154,15,11,2342,7.0
1155,15,12,1400,6.8
1156,15,13,6345,12.9
1157,15,14,2716,9.4
1158,15,15,1086,6.8
1159,15,16,1928,6.8
1160,15,17,3018,6.9
1161,15,18,1875,4.2
1162,15,19,1472,5.4
1163,15,2,2646,5.8
1164,15,20,5338,8.6
1165,15,21,3088,7.7
1166,15,22,2361,6.2
1167,15,23,717,5.0
1168,15,24,2297,6.9
1169,15,25,2692,6.2
1170,15,26,3368,7.4
1171,15,27,2880,5.5
1172,15,28,2891,5.3
1173,15,29,2842,8.3
1174,15,3,1945,9.0
1175,15,30,3195,8.1
1176,15,31,4466,10.9
1177,15,32,1916,6.3
1178,15,33,4332,11.2
1179,15,34,4100,11.7
1180,15,35,3203,6.9
1181,15,36,1999,4.9
1182,15,37,3463,9.1
1183,15,38,4939,8.9
1184,15,39,1951,7.3
1185,15,4,2059,6.8
1186,15,40,2550,8.4
1187,15,41,2419,6.6
1188,15,42,2889,8.0
1189,15,43,1546,5.7
1190,15,44,4066,10.5
1191,15,45,3712,6.1
1192,15,46,1401,5.2
1193,15,47,2175,8.1
1194,15,48,745,2.6
1195,15,49,3139,8.5
1196,15,5,1672,7.8
1197,15,50,2279,5.2
1198,15,51,2779,7.5
1199,15,52,1652,4.5
1200,15,53,1574,4.9
1201,15,54,3080,9.9
1202,15,55,1633,6.3
1203,15,56,2703,7.8
1204,15,57,3804,6.1
1205,15,58,1649,7.5
1206,15,59,11737,8.800000000000002
1207,15,6,4523,14.6
1208,15,60,3782,5.7
1209,15,61,1715,6.3
1210,15,62,5912,4.5
1211,15,63,3140,10.4
1212,15,64,5205,9.5
1213,15,65,2046,7.0
1214,15,66,2840,10.6
1215,15,67,5191,10.1
1216,15,68,3734,7.7
1217,15,69,5659,12.3
1218,15,7,2210,4.6
1219,15,70,1488,3.8
1220,15,71,2529,5.8
1221,15,72,2337,6.1
1222,15,73,2577,8.4
1223,15,74,4048,6.2
1224,15,75,11012,29.8
1225,15,76,5597,7.6
1226,15,77,5898,5.9
1227,15,78,6501,10.1
1228,15,79,2523,4.8
1229,15,8,1871,3.9
1230,15,80,2433,7.7
1231,15,81,2010,6.5
1232,15,82,2281,8.2
1233,15,83,5149,12.2
1234,15,84,3490,8.5
1235,15,85,2985,4.9
1236,15,86,2621,8.1
1237,15,87,2029,8.800000000000002
1238,15,88,2345,5.6
1239,15,89,2865,4.7
1240,15,9,1452,4.6
1241,15,90,1188,6.2
1242,15,91,5657,7.2
1243,15,92,7732,10.8
1244,15,93,6393,6.7
1245,15,94,6364,10.7
1246,15,95,5844,8.2
1247,15,97,15471,5.339999999999999
1248,17,1,851,1.7
1249,17,10,307,2.9
1250,17,11,391,4.6
1251,17,12,357,4.7
1252,17,13,2019,6.0
1253,17,14,581,5.3
1254,17,15,178,3.4
1255,17,16,515,4.2
1256,17,17,621,3.6
1257,17,18,335,1.6
1258,17,19,256,4.2
1259,17,2,508,4.8
1260,17,20,942,3.6
1261,17,21,494,4.3
1262,17,22,406,4.5
1263,17,23,112,5.0
1264,17,24,633,2.2
1265,17,25,523,5.2
1266,17,26,702,5.2
1267,17,27,781,1.8
1268,17,28,662,3.9
1269,17,29,459,5.5
1270,17,3,431,4.4
1271,17,30,698,4.5
1272,17,31,1562,5.5
1273,17,32,166,1.0
1274,17,33,1529,3.4
1275,17,34,985,5.8
1276,17,35,889,4.1
1277,17,36,375,2.7
1278,17,37,823,3.0
1279,17,38,1458,5.8
1280,17,39,305,4.2
1281,17,4,353,2.5
1282,17,40,345,1.7
1283,17,41,488,6.0
1284,17,42,783,3.9
1285,17,43,300,2.2
1286,17,44,955,4.0
1287,17,45,832,3.0
1288,17,46,162,4.0
1289,17,47,282,3.0
1290,17,48,102,2.6
1291,17,49,663,3.7
1292,17,5,321,9.9
1293,17,50,469,4.0
1294,17,51,927,5.4
1295,17,52,208,2.8
1296,17,53,263,1.3
1297,17,54,890,5.1
1298,17,55,260,2.6
1299,17,56,408,4.4
1300,17,57,942,4.3
1301,17,58,299,2.8
1302,17,59,2725,5.5
1303,17,6,1377,7.1
1304,17,60,906,2.9
1305,17,61,336,3.5
1306,17,62,1035,4.2
1307,17,63,513,3.6
1308,17,64,1086,5.7
1309,17,65,312,4.8
1310,17,66,523,6.4
1311,17,67,1492,4.8
1312,17,68,1006,4.1
1313,17,69,2203,5.2
1314,17,7,332,5.3
1315,17,70,158,1.7
1316,17,71,468,5.2
1317,17,72,451,3.3
1318,17,73,772,2.8
1319,17,74,1414,4.2
1320,17,75,5177,11.1
1321,17,76,1592,5.6
1322,17,77,1882,2.9
1323,17,78,2447,3.4
1324,17,79,446,2.4
1325,17,8,382,3.2
1326,17,80,398,5.6
1327,17,81,391,4.9
1328,17,82,212,3.9
1329,17,83,1549,4.5
1330,17,84,637,2.9
1331,17,85,419,2.5
1332,17,86,411,3.7
1333,17,87,325,6.1
1334,17,88,248,3.5
1335,17,89,655,4.1
1336,17,9,148,5.2
1337,17,90,140,5.5
1338,17,91,2011,3.8
1339,17,92,3435,6.3
1340,17,93,2100,3.0
1341,17,94,2495,5.8
1342,17,95,1946,3.2
1343,17,97,2636,2.02
1344,31,1,919,2.8
1345,31,10,113,3.2
1346,31,11,90,2.7
1347,31,12,96,3.2
1348,31,13,1083,4.3
1349,31,14,338,3.0
1350,31,15,14,1.4
1351,31,16,149,2.3
1352,31,17,225,2.0
1353,31,18,203,2.2
1354,31,19,210,2.5
1355,31,2,321,1.9
1356,31,20,413,3.4
1357,31,21,405,3.2
1358,31,22,253,4.2
1359,31,23,25,4.2
1360,31,24,681,1.4
1361,31,25,654,2.4
1362,31,26,470,2.6
1363,31,27,348,1.5
1364,31,28,273,0.9
1365,31,29,283,3.9
1366,31,3,327,2.9
1367,31,30,939,4.5
1368,31,31,338,4.5
1369,31,32,309,2.1
1370,31,33,1693,4.1
1371,31,34,1285,6.8
1372,31,35,922,4.2
1373,31,36,56,3.1
1374,31,37,341,2.6
1375,31,38,989,3.1
1376,31,39,280,2.3
1377,31,4,404,6.1
1378,31,40,312,3.5
1379,31,41,347,1.8
1380,31,42,590,3.7
1381,31,43,152,0.4
1382,31,44,353,3.2
1383,31,45,542,1.5
1384,31,46,78,2.3
1385,31,47,210,1.5
1386,31,48,72,2.6
1387,31,49,419,2.5
1388,31,5,112,5.0
1389,31,50,142,3.8
1390,31,51,639,3.5
1391,31,52,75,1.1
1392,31,53,182,1.6
1393,31,54,344,5.2
1394,31,55,62,3.1
1395,31,56,413,4.8
1396,31,57,1082,3.4
1397,31,58,425,2.8
1398,31,59,2339,3.7
1399,31,6,875,2.7
1400,31,60,453,2.2
1401,31,61,69,1.4
1402,31,62,759,3.0
1403,31,63,188,2.6
1404,31,64,696,4.2
1405,31,65,896,6.6
1406,31,66,74,4.9
1407,31,67,1573,4.2
1408,31,68,1716,5.2
1409,31,69,1317,4.0
1410,31,7,308,1.2
1411,31,70,209,4.6
1412,31,71,647,1.8
1413,31,72,113,2.3
1414,31,73,706,4.4
1415,31,74,584,2.7
1416,31,75,2427,5.0
1417,31,76,401,1.6
1418,31,77,627,2.4
1419,31,78,1213,2.7
1420,31,79,71,2.4
1421,31,8,257,2.2
1422,31,80,132,3.1
1423,31,81,42,3.4
1424,31,82,18,0.8
1425,31,83,1129,5.1
1426,31,84,308,3.8
1427,31,85,83,1.6
1428,31,86,81,1.2
1429,31,87,76,2.7
1430,31,88,157,2.7
1431,31,89,176,0.6
1432,31,9,23,1.3
1433,31,90,191,1.4
1434,31,91,761,1.2
1435,31,92,1810,3.2
1436,31,93,819,2.1
1437,31,94,1001,3.1
1438,31,95,927,2.1
1439,31,97,716,1.92
1440,32,1,650,0.0
1441,32,10,205,0.0
1442,32,11,75,0.0
1443,32,12,78,0.0
1444,32,13,1446,1.3
1445,32,14,307,1.7
1446,32,15,46,0.0
1447,32,16,135,0.6
1448,32,17,440,0.2
1449,32,18,316,0.0
1450,32,19,338,0.0
1451,32,2,443,0.0
1452,32,20,293,1.15
1453,32,21,737,1.9
1454,32,22,147,0.0
1455,32,23,66,0.0
1456,32,24,260,0.0
1457,32,25,128,1.7
1458,32,26,327,0.6
1459,32,27,472,0.0
1460,32,28,668,0.0
1461,32,29,169,0.9
1462,32,3,132,0.0
1463,32,30,328,0.8
1464,32,31,491,1.9
1465,32,32,36,0.0
1466,32,33,610,0.9
1467,32,34,579,1.8
1468,32,35,433,1.0
1469,32,36,351,0.0
1470,32,37,286,2.0
1471,32,38,866,1.0
1472,32,39,320,0.0
1473,32,4,167,0.0
1474,32,40,123,0.0
1475,32,41,111,0.0
1476,32,42,237,1.8
1477,32,43,70,0.0
1478,32,44,676,0.9
1479,32,45,452,0.9
1480,32,46,187,0.0
1481,32,47,130,0.0
1482,32,48,26,0.0
1483,32,49,258,1.0
1484,32,5,124,0.0
1485,32,50,148,0.2
1486,32,51,483,1.7
1487,32,52,227,0.0
1488,32,53,127,0.0
1489,32,54,470,1.8
1490,32,55,158,0.0
1491,32,56,168,0.3
1492,32,57,591,0.1
1493,32,58,307,0.0
1494,32,59,2139,1.2
1495,32,6,1069,0.8
1496,32,60,629,0.0
1497,32,61,163,0.0
1498,32,62,741,0.1
1499,32,63,235,2.0
1500,32,64,326,1.3
1501,32,65,42,0.0
1502,32,66,396,0.8
1503,32,67,749,1.1
1504,32,68,537,1.2
1505,32,69,1646,1.7
1506,32,7,165,0.0
1507,32,70,87,0.0
1508,32,71,508,0.4
1509,32,72,288,0.2
1510,32,73,388,0.5
1511,32,74,553,0.9
1512,32,75,3153,3.5
1513,32,76,751,1.2
1514,32,77,1643,0.1
1515,32,78,1704,0.1
1516,32,79,433,0.0
1517,32,8,339,0.0
1518,32,80,179,1.7
1519,32,81,69,0.0
1520,32,82,65,0.0
1521,32,83,1002,0.3
1522,32,84,524,0.0
1523,32,85,276,0.0
1524,32,86,501,1.4
1525,32,87,152,1.6
1526,32,88,164,0.3
1527,32,89,359,0.3
1528,32,9,59,0.0
1529,32,90,67,0.0
1530,32,91,1343,0.1
1531,32,92,2463,0.8
1532,32,93,1335,0.1
1533,32,94,1526,1.1
1534,32,95,1114,0.1
1535,32,97,1019,0.5800000000000001
1536,34,1,29,0.3
1537,34,10,7,0.0
1538,34,11,4,0.8
1539,34,12,41,0.0
1540,34,13,55,1.0
1541,34,14,8,1.4
1542,34,15,2,0.0
1543,34,16,3,0.0
1544,34,17,2,0.3
1545,34,18,10,0.6
1546,34,2,1,0.4
1547,34,20,7,0.0
1548,34,21,8,1.3
1549,34,23,2,0.8
1550,34,24,2,0.2
1551,34,26,7,0.8
1552,34,27,21,0.2
1553,34,28,6,0.2
1554,34,29,1,1.2
1555,34,3,2,0.3
1556,34,30,153,0.7
1557,34,31,2,1.0
1558,34,32,1,0.5
1559,34,33,5,1.3
1560,34,34,34,1.8
1561,34,35,43,1.2
1562,34,36,4,0.4
1563,34,37,23,1.8
1564,34,38,14,1.2
1565,34,39,4,0.0
1566,34,4,1,0.0
1567,34,40,4,0.0
1568,34,41,3,0.9
1569,34,42,8,0.9
1570,34,43,2,0.0
1571,34,45,13,1.2
1572,34,46,1,0.0
1573,34,48,1,0.0
1574,34,49,3,1.4
1575,34,5,14,0.7
1576,34,50,2,0.0
1577,34,51,3,0.7
1578,34,52,5,0.0
1579,34,54,1,1.0
1580,34,56,3,0.3
1581,34,57,6,0.4
1582,34,58,9,0.0
1583,34,59,16,1.0
1584,34,6,309,0.7
1585,34,60,11,0.4
1586,34,61,9,0.0
1587,34,62,6,0.8
1588,34,63,3,1.4
1589,34,64,2,0.6
1590,34,66,5,1.1
1591,34,67,197,0.7
1592,34,68,8,0.5
1593,34,69,289,1.6
1594,34,7,10,0.3
1595,34,70,1,0.0
1596,34,71,16,0.4
1597,34,72,5,0.5
1598,34,73,5,0.7
1599,34,74,6,0.9
1600,34,75,727,4.2
1601,34,76,3,0.9
1602,34,77,51,0.4
1603,34,78,118,0.8
1604,34,80,2,1.6
1605,34,81,14,0.0
1606,34,82,1,0.0
1607,34,83,29,0.4
1608,34,84,190,0.7
1609,34,86,4,2.8
1610,34,88,3,0.0
1611,34,89,13,0.0
1612,34,9,1,0.0
1613,34,90,6,0.7
1614,34,91,165,0.7
1615,34,92,361,0.6
1616,34,93,92,0.5
1617,34,94,226,2.3
1618,34,95,64,0.7
1619,34,97,124,0.22000000000000006
1620,35,1,68,1.6
1621,35,10,7,1.9
1622,35,11,2,3.5
1623,35,12,2,2.9
1624,35,13,292,5.0
1625,35,14,4,4.3
1626,35,15,31,1.4
1627,35,16,3,1.4
1628,35,17,6,3.0
1629,35,18,11,1.9
1630,35,19,6,2.5
1631,35,2,104,2.4
1632,35,20,73,2.15
1633,35,21,2,5.1
1634,35,22,1,2.7
1635,35,24,5,1.9
1636,35,25,3,6.3
1637,35,26,5,4.6
1638,35,27,21,0.5
1639,35,28,25,2.8
1640,35,29,12,3.1
1641,35,3,3,3.2
1642,35,30,20,2.7
1643,35,31,26,5.2
1644,35,32,1,3.1
1645,35,33,19,4.4
1646,35,34,55,5.5
1647,35,35,13,3.9
1648,35,36,12,1.3
1649,35,37,44,3.8
1650,35,38,24,3.8
1651,35,39,1,1.9
1652,35,4,28,1.2
1653,35,40,3,3.0
1654,35,41,3,1.5
1655,35,42,19,2.8
1656,35,43,5,0.9
1657,35,44,11,3.1
1658,35,45,28,1.6
1659,35,46,3,2.9
1660,35,47,2,2.1
1661,35,48,1,0.0
1662,35,49,15,4.2
1663,35,5,11,3.6
1664,35,50,2,2.4
1665,35,51,7,2.4
1666,35,52,1,1.7
1667,35,53,10,1.9
1668,35,54,4,4.9
1669,35,55,1,0.5
1670,35,56,7,2.9
1671,35,57,12,2.5
1672,35,58,2,1.4
1673,35,59,612,4.8
1674,35,6,306,4.5
1675,35,60,68,2.2
1676,35,61,21,1.4
1677,35,62,72,2.8
1678,35,63,8,3.6
1679,35,64,12,4.5
1680,35,65,4,3.9
1681,35,66,21,2.3
1682,35,67,11,5.5
1683,35,68,14,3.7
1684,35,69,92,6.1
1685,35,7,6,1.2
1686,35,71,6,3.2
1687,35,72,90,1.7
1688,35,73,4,3.0
1689,35,74,22,3.5
1690,35,75,601,14.8
1691,35,76,32,4.5
1692,35,77,231,1.1
1693,35,78,268,2.9
1694,35,79,2,2.4
1695,35,8,2,0.7
1696,35,80,87,5.1
1697,35,81,5,4.4
1698,35,82,1,3.1
1699,35,83,100,2.1
1700,35,84,49,2.7
1701,35,85,6,1.3
1702,35,86,167,5.5
1703,35,88,9,1.1
1704,35,89,116,2.6
1705,35,9,1,2.0
1706,35,91,140,1.8
1707,35,92,368,3.6
1708,35,93,110,2.5
1709,35,94,307,5.1
1710,35,95,120,2.6
1711,35,97,827,1.5400000000000005
1712,37,1,541,0.5
1713,37,10,455,1.9
1714,37,11,264,1.6
1715,37,12,169,0.7
1716,37,13,519,3.5
1717,37,14,321,3.0
1718,37,15,375,2.1
1719,37,16,504,0.8
1720,37,17,947,1.4
1721,37,18,308,1.3
1722,37,19,92,1.7
1723,37,2,307,0.9
1724,37,20,172,1.3
1725,37,21,642,3.6
1726,37,22,111,1.0
1727,37,23,45,0.8
1728,37,24,585,1.2
1729,37,25,958,3.0
1730,37,26,197,2.0
1731,37,27,315,0.7
1732,37,28,424,0.5
1733,37,29,135,2.1
1734,37,3,124,0.9
1735,37,30,211,2.7
1736,37,31,326,4.8
1737,37,32,258,1.6
1738,37,33,1542,3.9
1739,37,34,250,3.2
1740,37,35,214,2.4
1741,37,36,106,0.4
1742,37,37,511,3.6
1743,37,38,908,2.4
1744,37,39,519,0.4
1745,37,4,90,1.8
1746,37,40,554,1.2
1747,37,41,221,1.2
1748,37,42,567,3.4
1749,37,43,286,0.9
1750,37,44,864,2.4
1751,37,45,385,2.1
1752,37,46,161,1.7
1753,37,47,549,1.8
1754,37,48,199,1.3
1755,37,49,583,2.7
1756,37,5,68,2.1
1757,37,50,189,0.8
1758,37,51,182,3.8
1759,37,52,209,0.0
1760,37,53,119,0.6
1761,37,54,812,3.2
1762,37,55,384,0.0
1763,37,56,141,1.7
1764,37,57,435,1.5
1765,37,58,593,0.9
1766,37,59,1160,2.2
1767,37,6,734,4.5
1768,37,60,809,1.0
1769,37,61,236,1.0
1770,37,62,379,0.7
1771,37,63,133,3.4
1772,37,64,527,2.5
1773,37,65,147,2.2
1774,37,66,770,1.9
1775,37,67,682,2.1
1776,37,68,146,1.7
1777,37,69,572,4.4
1778,37,7,106,0.0
1779,37,70,622,0.0
1780,37,71,628,0.7
1781,37,72,239,1.7
1782,37,73,633,1.9
1783,37,74,1182,1.3
1784,37,75,1703,9.5
1785,37,76,253,2.5
1786,37,77,1011,0.9
1787,37,78,1159,1.3
1788,37,79,521,1.3
1789,37,8,72,1.1
1790,37,80,191,2.4
1791,37,81,111,0.8
1792,37,82,619,2.3
1793,37,83,1070,2.3
1794,37,84,282,2.5
1795,37,85,571,1.0
1796,37,86,239,3.0
1797,37,87,129,3.7
1798,37,88,412,0.8
1799,37,89,706,0.9
1800,37,9,135,0.0
1801,37,90,131,1.4
1802,37,91,1168,1.2
1803,37,92,1313,3.3
1804,37,93,1051,1.4
1805,37,94,1130,3.9
1806,37,95,897,1.4
1807,37,97,629,1.16
1808,42,1,985,1.3
1809,42,10,480,1.9
1810,42,11,317,3.0
1811,42,12,273,2.5
1812,42,13,2538,4.2
1813,42,14,735,2.6
1814,42,15,403,2.1
1815,42,16,492,0.6
1816,42,17,297,1.4
1817,42,18,222,1.3
1818,42,19,262,3.4
1819,42,2,256,2.2
1820,42,20,705,2.15
1821,42,21,585,2.8
1822,42,22,446,1.7
1823,42,23,156,0.0
1824,42,24,280,1.2
1825,42,25,584,2.8
1826,42,26,563,3.2
1827,42,27,419,0.7
1828,42,28,601,1.8
1829,42,29,744,2.2
1830,42,3,187,1.7
1831,42,30,727,3.3
1832,42,31,1122,5.9
1833,42,32,289,2.6
1834,42,33,1033,3.3
1835,42,34,1208,5.2
1836,42,35,619,1.9
1837,42,36,184,1.3
1838,42,37,788,2.6
1839,42,38,1334,3.0
1840,42,39,209,2.3
1841,42,4,653,2.5
1842,42,40,347,1.2
1843,42,41,312,1.5
1844,42,42,375,2.4
1845,42,43,121,0.9
1846,42,44,853,2.0
1847,42,45,654,2.4
1848,42,46,176,2.3
1849,42,47,323,2.7
1850,42,48,141,0.0
1851,42,49,621,2.7
1852,42,5,222,5.7
1853,42,50,214,1.4
1854,42,51,179,4.0
1855,42,52,186,1.1
1856,42,53,144,1.6
1857,42,54,562,2.2
1858,42,55,120,1.0
1859,42,56,408,2.1
1860,42,57,591,1.5
1861,42,58,357,1.4
1862,42,59,2933,3.1
1863,42,6,1713,4.4
1864,42,60,518,1.5
1865,42,61,258,1.4
1866,42,62,846,2.2
1867,42,63,510,2.6
1868,42,64,946,2.7
1869,42,65,495,3.1
1870,42,66,601,2.3
1871,42,67,955,2.5
1872,42,68,610,2.9
1873,42,69,2143,4.3
1874,42,7,360,0.9
1875,42,70,680,1.3
1876,42,71,539,1.8
1877,42,72,266,1.4
1878,42,73,417,2.1
1879,42,74,885,2.7
1880,42,75,2820,9.7
1881,42,76,1345,2.5
1882,42,77,1464,1.5
1883,42,78,1800,2.6
1884,42,79,174,2.1
1885,42,8,59,1.4
1886,42,80,546,2.4
1887,42,81,494,3.4
1888,42,82,267,1.2
1889,42,83,1663,1.4
1890,42,84,861,2.5
1891,42,85,505,1.2
1892,42,86,507,3.5
1893,42,87,354,4.3
1894,42,88,177,0.5
1895,42,89,267,0.0
1896,42,9,296,3.3
1897,42,90,259,3.4
1898,42,91,1431,2.2
1899,42,92,2232,3.6
1900,42,93,1541,2.5
1901,42,94,1588,3.4
1902,42,95,1390,2.3
1903,42,97,2354,1.3400000000000003
1904,80,13,2,3.8
1905,80,26,3,2.6
1906,80,31,1,5.5
1907,80,35,2,4.3
1908,80,37,2,3.6
1909,80,38,299,3.0
1910,80,39,1,0.4
1911,80,4,1,0.6
1912,80,45,3,2.4
1913,80,49,2,1.4
1914,80,5,4,5.0
1915,80,54,1,6.3
1916,80,59,3,2.6
1917,80,6,46,2.6
1918,80,64,2,1.5
1919,80,69,13,4.5
1920,80,7,1,2.5
1921,80,72,1,0.5
1922,80,73,9,1.9
1923,80,74,9,1.6
1924,80,75,28,11.6
1925,80,77,6,1.2
1926,80,78,29,0.9
1927,80,83,1,1.2
1928,80,91,238,1.3
1929,80,92,92,3.1
1930,80,93,2,3.7
1931,80,94,17,4.6
1932,80,95,1,0.8
