,brand,discount,new_price,old_price
0,DELL,36.144578313253014,159.0,249.0
1,DELL,14.568987685362442,299.0,349.99
2,DELL,33.33333333333333,365.0,547.5
3,DELL,12.44109045172827,577.81,659.91
4,DELL,11.013348164627363,799.99,899.0
5,ACER,27.320802005012528,289.99,399.0
6,ACER,16.529215358931552,499.99,599.0
7,ACER,16.575083426028918,749.99,899.0
8,ACER,41.57095158597663,349.99,599.0
9,ACER,22.973805855161793,499.9,649.0
