,GrahamCampbell,SamyPesse,fabpot,josh,rkh,rstacruz,tmm1,weierophinney
Avg. Stars,101.08695652173913,477.0,63.666666666666664,61.46666666666667,30.2,31.533333333333335,25.966666666666665,5.533333333333333
