product_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13
Aloxe-Corton 2010,Sulfites,,,,,,,,,,,,,
Corn Flakes Kellogg's,Orge,,,,,,,,,,,,,
Rillettes de Coquilles Saint Jacques,arêtes,,,,,,,,,,,,,
Wasa authentique,sésame,,,,,,,,,,,,,
MAUVAIS CODE BARRE (3257980073204),Arachide,fruits à coques,oeuf,,,,,,,,,,,
Vin d'Espagne blanc,sulfites,,,,,,,,,,,,,
Vin Grenache Pays d'Oc IGP Les Ormes de Cambras,sulfites,,,,,,,,,,,,,
Chucos cucuruchos crujientes con chocolate ,leche,lactosa,avellanas,,,,,,,,,,,
Saumur Grande Réserve 2012,Sulfites,,,,,,,,,,,,,
Spécialité de pomme madeleine,gluten,oeufs,,,,,,,,,,,,
Sirop Framboise Violette,Violette,,,,,,,,,,,,,
Santenay 2011 Vieilles Vignes,Sulfites,,,,,,,,,,,,,
Pâté aux 3 poivres,Blé,oeuf,,,,,,,,,,,,
Gewurztraminer 2012,Sulfites,,,,,,,,,,,,,
Etorki ® (33% MG) - 210 g,lait de brebis,lait de vache,,,,,,,,,,,,
Le Brebiou des Pyrénées,lait de vache,lait de chèvre,,,,,,,,,,,,
Saint Albray (34% MG) - 200 g,lait de vache,lait de chèvre,lait de brebis,,,,,,,,,,,
Saint Agur ® Crème (25% MG) - 150 g,lait de vache,lait de brebis,,,,,,,,,,,,
Etorki ® (33% MG) + 10% gratuit - 231 g,lait de brebis,lait de vache,,,,,,,,,,,,
Saint Albray ® (34% MG) Format Familial - 300 g,lait de vache,lait de chèvre,lait de brebis,,,,,,,,,,,
Saint Agur ® Crème (25% MG) Maxi Format - 250 g,Lait de vache,Lait de brebis,,,,,,,,,,,,
Saint Albray ® (33% MG) - 200 g,lait de vache,lait de chèvre,lait de brebis,,,,,,,,,,,
Croc'riz,Fruits à coque,,,,,,,,,,,,,
Lentilles vertes - 500 g - Casino,gluten,,,,,,,,,,,,,
Pois cassés,gluten,,,,,,,,,,,,,
Quenelles nature aux oeufs frais,poisson,,,,,,,,,,,,,
Casino langues de chat,Arachide,Fruits à coque,,,,,,,,,,,,
"Ailladou, ail et fines herbes (24% MG) - 125 g",Fruits à coque,,,,,,,,,,,,,
Crème glacée à la vanille Casino,gluten,oeuf,arachides,soja,fruits à coque,,,,,,,,,
Crème glacée au chocolat avec des pépites de chocolat Casino,gluten,oeuf,arachides,fruits à coque,,,,,,,,,,
Crème glacée au café,gluten,oeuf,arachide,soja,fruits à coque,,,,,,,,,
Sorbet à la fraise avec morceaux de fraises,gluten,oeuf,arachide,soja,lait,fruits à coque,,,,,,,,
Sorbet à la framboise avec morceaux de framboises,gluten,oeuf,arachide,soja,lait,fruits à coque,,,,,,,,
Crème glacée rhum-raisins,gluten,oeuf,arachide,soja,fruits à coque,,,,,,,,,
Casino cônes vanille,Fruits à coque,Arachide,Oeufs,,,,,,,,,,,
Barquettes Abricot,Lait,fruits à coque,,,,,,,,,,,,
Casino biscuits fourrés noisette,Fruits à coque,Soja,,,,,,,,,,,,
Genoise fourrée orange,fruit à coque,lait,,,,,,,,,,,,
Lait en poudre écrémé,Soja,,,,,,,,,,,,,
Filets de maquereaux marinés au muscadet et aux aromates - Casino,glucides,,,,,,,,,,,,,
Cookies Tout Choco,arachide,lait,fruits à coque,,,,,,,,,,,
Chocolat noir,céréales,gluten,fruits à coque,oeuf,soja,,,,,,,,,
Noir amandes entières,fruits à coques,oeuf,soja,gluten,,,,,,,,,,
chocolat au lait,fruits à coque,gluten,œuf,,,,,,,,,,,
Casino Sablé Cacao,arachide,noisette,sésame,,,,,,,,,,,
Crêpes au fromage,Poisson,crustacés,mollusques,céleri,moutarde,,,,,,,,,
Fromage de Chèvre,Lait de vache,,,,,,,,,,,,,
Spaghetti Bio - 500 g - Casino,oeufs,sodium,sel,,,,,,,,,,,
Torsades Bio- 500 g - Casino,oeuf,sodium,sel,,,,,,,,,,,
Tagliatelles à l'Ancienne aux Oeufs frais Bio Casino,lait,soja,mollusques,fruits à coque (noix),,,,,,,,,,
Fitou,sulfites,,,,,,,,,,,,,
Spécial Sandwich Complet,lait,soja,,,,,,,,,,,,
Spécial Sandwich Pain de mie (14 tranches) 550 g,lait,oeuf,graines de sésame,,,,,,,,,,,
Tuiles aux amandes,fruits à coque,,,,,,,,,,,,,
Chocolat noir dégustation 72 %,gluten,fruits à coque,lait,,,,,,,,,,,
Lait dégustation doux et fondant,céréales contenant du gluten,fruits à coques,oeuf,soja,,,,,,,,,,
Petits fours patissiers aux trois chocolats,arachide,,,,,,,,,,,,,
Coquillettes Bio - 500 g - Casino,oeuf,sodium,sel,,,,,,,,,,,
Lentilles vertes Bio - 500 g - Casino,blé,,,,,,,,,,,,,
Petit beurre avec tablette de chocolat noir,Arachide,Oeuf,Soja,Sésame,Fruit à coque,,,,,,,,,
Crème glacée à la pistache,gluten,oeuf,arachide,soja,fruits à coque,,,,,,,,,
Casino croustillant aux céréales et aux fruits,Arachides,Fruits à coque,Lait,Soja,Graines de sésame,,,,,,,,,
Extra moelleux,soja,lait,orge,blé,,,,,,,,,,
Chips nature,gluten,lait,moutarde,céleri,,,,,,,,,,
Soufflés goût bacon,arachide,crustacé,oeuf,lait,céleri,,,,,,,,,
Pétales goût salé,lait,gluten de blé,céleri,arachide,,,,,,,,,,
Carottes râpées,gluten,oeuf,poisson,crustacé,mollusques,soja,fruits à coque,céleri,sésame,lait,,,,
Taboulé oriental,moutarde,oeuf,poisson,crustacés,mollusques,soja,fruits à coque,sésame,,,,,,
Crackers Gouda,fruits à coque,,,,,,,,,,,,,
Cacahuètes grillées et salées,fruits à coque,,,,,,,,,,,,,
Cocktail salé,fruits à coque,,,,,,,,,,,,,
Noir dégustation éclats de fèves de cacao,céréales contenant du gluten,fruits à coque,lait,oeufs,soja,,,,,,,,,
Palets bretons,soja,sésame,,,,,,,,,,,,
Mention Bien chocolat noir,Arachide,Oeuf,fruits à coque,,,,,,,,,,,
10 pains au lait aux pépites de chocolat au lait,fruits à coque,,,,,,,,,,,,,
Cordons bleus de dinde,céleri,moutarde,,,,,,,,,,,,
Muesli croustillant au Chocolat,fruits à coque,sésame,lupin,,,,,,,,,,,
Muesli croustillant aux fruits et graines,soja,lait,fruits à coque,sésame,,,,,,,,,,
Filets de maquereaux à la moutarde à l'ancienne,lait,sulfites,,,,,,,,,,,,
Sauté d'ageau aux flageolets verts et ses légumes,Moutarde,poisson,,,,,,,,,,,,
Sorbet citron jaune avec morceaux Casino,gluten,oeuf,arachide,soja,lait,fruits à coque,,,,,,,,
Rêves de chocolat Chocolats Fraîcheur Lait Beaumesnil,autres fruits à coque,lait,noisettes,,,,,,,,,,,
Tarama aux oeufs de cabillaud fumés (25%) - 250 g - Casino,soja,crustacés,oeuf,céleri,moutarde,sésame,,,,,,,,
Pain d'épices en tranches,moutarde,,,,,,,,,,,,,
Pâte brisée,lait,oeufs,soja,amandes,,,,,,,,,,
Taboulé oriental,moutarde,oeuf,poisson,crustacés,mollusques,soja,fruits à coque,sésame,,,,,,
Rêves de chocolat Orangettes Beaumesnil,lait,noix,,,,,,,,,,,,
Chips à l'ancienne saveur moutarde,céléri,,,,,,,,,,,,,
Chocolat noir dégustation bio,Gluten,lait,fruits à coque,,,,,,,,,,,
Chocolat au lait praliné nougatine,Fruits à coque,gluten,oeuf,,,,,,,,,,,
Filets de maquereau à l'escabèche,moutarde,,,,,,,,,,,,,
Casino Petit Beurre,arachide,œuf,fruits à coque,soja,,,,,,,,,,
Galettes de riz complet,gluten,,,,,,,,,,,,,
Rêves de chocolat Assortiment de luxe Beaumesnil,gluten,,,,,,,,,,,,,
Rêves de chocolat Chocolats Fraîcheur Noir Beaumesnil,fruits à coque,lait,noisette,,,,,,,,,,,
Croustillants goût Emmental,Gluten,Céleri,Arachide,Oeuf,Crustacé,,,,,,,,,
Biscuits matin miel et pépites de chocolat,oeuf,arachide,fruits à coque,,,,,,,,,,,
Les desserts du chocolatier goût crème brûlée,Arachide,soja,fruits à coque,oeuf,,,,,,,,,,
Casino muesli aux 4 céréales et aux fruits,arachide,sésame,lait,,,,,,,,,,,
Tomates farcies et son riz cuisiné,poisson,crustacés,mollusques,oeuf,soja,céleri,moutarde,,,,,,,
Blanquette de poulet,gluten,crustacés,oeuf,poisson,mollusques,fruits à coque,céleri,moutarde,,,,,,
Crème brûlée éclats de nougat noir,gluten,oeuf,arachide,soja,fruits à coque,,,,,,,,,
Coleslaw,gluten,poisson,crustacé,mollusque,soja,fruits à coque,céleri,sésame,lait,,,,,
Chocolat supérieur Noir Menthe,soja,arachide,céréales contenant du gluten,gluten,fruits à coque,lait,oeuf,,,,,,,
Sprits chocolat au lait,Oeuf,arachide,fruit à coque,,,,,,,,,,,
Casino sablés fourrés citron,fruits à coque,soja,,,,,,,,,,,,
Rêves de chocolat Plaisirs Gourmands Beaumesnil,fruits à coque,,,,,,,,,,,,,
Rêves de chocolat Rochers Fraîcheur Lait Beaumesnil,autres fruits à coque,,,,,,,,,,,,,
Escargot au Lait,Gluten,fruits à coque,,,,,,,,,,,,
Rêves de chocolat Escargots noir Beaumesnil,gluten,autres fruits à coque,,,,,,,,,,,,
Quenelles de brochet aux oeufs frais,Protéines de lait,,,,,,,,,,,,,
Flan pâtissier,Gluten,Lait,Fruits a coque,sulfites,,,,,,,,,,
4 Mini gratins dauphinois,blé,céleri,soja,poisson,,,,,,,,,,
Rêves de chocolat Assortiment de pralinés Beaumesnil,gluten,œuf,autres fruits à coque,,,,,,,,,,,
Spaghetti complets Bio - 500 g - Casino,oeuf,,,,,,,,,,,,,
Penne Rigate complètes Bio Casino,oeuf,,,,,,,,,,,,,
Guacamole,moutarde,crustacé,oeuf,poisson,soja,blé,sésame,céleri,mollusque,,,,,
Tutti frutti,phénylalanine,,,,,,,,,,,,,
Choco gaufrette,Arachide,fruits à coque,,,,,,,,,,,,
Délices 100% Cacao,soja,,,,,,,,,,,,,
Macédoine de légumes,gluten,poisson,crustacés,mollusques,soja,fruits à coque,céleri,sésame,lait,,,,,
Duo carottes et céleri,gluten,lait,oeuf,poisson,crustacé,mollusque,,,,,,,,
Casino sablés aux fruits rouges,Arachide,Fruits à coque,Soja,Sésame,,,,,,,,,,
Filets de maquereaux tomate basilic,moutarde,,,,,,,,,,,,,
Petits Plaisirs Saveur Cappuccino,Arachides,Fruits à coque,,,,,,,,,,,,
Noix de coco râpée,soja,sulfite,fruits à coque,,,,,,,,,,,
Muesli Croustillant Chocolat Noir Casino,arachides,fruits à coque,lait,soja,sésame,,,,,,,,,
Muesli croustillant Casino,arachide,lait,soja,fruits à coque,graine de sésame,,,,,,,,,
Terrines aux noix de St Jacques recette à la bretonne,amandes,céleri,moutarde,,,,,,,,,,,
Saucisses de Francfort,oeuf,soja,pistache,,,,,,,,,,,
Chips aux 4 Légumes,Céleri,,,,,,,,,,,,,
Mini Gâches,Fruits à coque,,,,,,,,,,,,,
Cabernet Sauvignon,sulfites,,,,,,,,,,,,,
Quenelles lyonnaises nature,poisson,,,,,,,,,,,,,
Casino Cappuccino,lait,,,,,,,,,,,,,
"Cocktail fruits rouges, fruits exotiques",Arachide,Fruits à coque,,,,,,,,,,,,
Lasagnes au saumon surgelées - 300 g - Casino,Poisson,Blé,Céleri,Oeuf,Lait,,,,,,,,,
Gratin à la savoyarde,crustacés,poisson,mollusques,oeuf,fruits à coque,céleri,moutarde,soja,sésame,,,,,
Boeuf boulgour,crustacé,mollusque,poisson,lait,fruits à coque,céleri,moutarde,,,,,,,
Tarama 40 % d'oeufs de cabillaud - 100 g - Casino Délices,crustacé,mollusques,lait,sésame,,,,,,,,,,
Boules Miel,arachide,soja,lait,fruits à coque,sésame,,,,,,,,,
Lasagnes au chèvre et aux épinards - 350 g - Casino,moutarde,céleri,poisson,mollusque,oeuf,,,,,,,,,
Casino sandwich pain viennois maxi thon tomate oeuf,Crustacés,,,,,,,,,,,,,
Pipe Rigate complètes Bio - 500 g - Casino,oeufs,,,,,,,,,,,,,
Farfalle complètes Bio - 500 g - Casino,oeuf,,,,,,,,,,,,,
Feuilles de brick,Soja,,,,,,,,,,,,,
Chocolat Noir amandes,gluten,soja,lait,fruits à coque,,,,,,,,,,
Rêves de chocolat Assortiment de chocolats noirs Beaumesnil,autres fruits à coque,,,,,,,,,,,,,
Rêves de chocolat Assortiment de chocolats au lait Beaumesnil,autres fruits à coque,,,,,,,,,,,,,
Rêves de chocolat Rochers aux éclats de noisettes Beaumesnil,autres fruits à coque,gluten,,,,,,,,,,,,
Lentilles corail Bio - 500 g - Casino,blé,,,,,,,,,,,,,
Rêves de chocolat Assortiment de chocolats fins Beaumesnil,autres fruits à coque,,,,,,,,,,,,,
Boeuf bourguignon et ses tagliatelles,sulfites,,,,,,,,,,,,,
Quiche saumons brocolis,Crustacés,mollusques,céleri,,,,,,,,,,,
Pâtes d'Alsace Spätzle Casino,soja,,,,,,,,,,,,,
Riz & blé complet Casino,Arachide,soja,fruits à coque,graines de sésame,,,,,,,,,,
Riz & Blé Complet,arachide,soja,fruits à coque,graines de sésame,,,,,,,,,,
Tuiles goût salé,Lait,,,,,,,,,,,,,
Casino barres fruits rouges,Soja,Fruits à coque,Graines de sésame,,,,,,,,,,,
Casino famili pyramides au chocolat,Arachide,Soja,Fruits à coque,Graines de sésame,,,,,,,,,,
Barres riz & blé complet Fruits rouges,arachide,fruits à coque,soja,sésame,,,,,,,,,,
Croque Monsieur,sulfites,,,,,,,,,,,,,
Saucisse de Toulouse et sa purée de pommes de terre,Blé,poisson,crustacé,oeuf,soja,fruits à coque,sésame,céleri,moutarde,mollusque,,,,
Rêves de chocolat Escargots blanc Beaumesnil,gluten,autres fruits à coque,,,,,,,,,,,,
Rêves de chocolat Les desserts du chocolatier Beaumesnil,autres fruits à coque,,,,,,,,,,,,,
Mélange de céréales provençal,lait,oeuf,soja,moutarde,céleri,lupin,sésame,,,,,,,
"Tartelettes, caramel au beurre salé, éclats de caramel à la crème d'Isigny AOP",fruits à coque,,,,,,,,,,,,,
"Noix de St Jacques, riz et légumes, sauce citron - 300 g - Casino",Céleri,,,,,,,,,,,,,
Tartelettes citron à la farine d'épeautre,lait,fruits à coque,soja,,,,,,,,,,,
Casino sorbet à la mangue,gluten,oeuf,arachide,soja,lait,fruits à coque,,,,,,,,
Taboulé au poulet rôti,oeuf,moutarde,poisson,crustacé,mollusques,soja,fruits à coque,sésame,lait,,,,,
Édulcorant de table,Phenylalanine,,,,,,,,,,,,,
Chips saveur wasabi,lait,céleri,moutarde,,,,,,,,,,,
Noir Dégustation à la fleur de sel,Fruits à coque,Gluten,,,,,,,,,,,,
Cookies aux pépites de chocolat noir Bio,fruits à coque,soja,sésame,arachide,,,,,,,,,,
Sablés chocolat au lait,Fruits à coque,soja,sésame,arachide,,,,,,,,,,
Pâte à tartiner Noisette,Amandes,Soja,,,,,,,,,,,,
Tartiflette,sulfites,gluten,oeuf,moutarde,céleri,poisson,crustacés,mollusques,,,,,,
Noisette,amande,soja,,,,,,,,,,,,
Casino kroast blé complet,Arachides,Fruits à coque,Lait,Oeufs,Sésame,Soja,,,,,,,,
Pâte à tartiner sans huile de palme,amande,soja,,,,,,,,,,,,
Flan choco sauce coulante goût choco (4 pots) 400 g,soja,,,,,,,,,,,,,
Wraps jambon brebis,moutarde,poisson,crustacés,sésame,céleri,,,,,,,,,
Sandwich saumon fumé aneth,Oeufs,moutarde,crustacés,,,,,,,,,,,
P'tits grains choco,arachide,soja,fruits à coque,sésame,lait,,,,,,,,,
Mini goûters coeur fondant choco,soja,,,,,,,,,,,,,
Sablés nappés choco lait,oeuf,fruits à coque,,,,,,,,,,,,
Baguette,céréales,oeuf,lait,arachide,fruits à coque,sésame,soja,sulfites,,,,,,
Lardons de dinde fumés,soja,lait,,,,,,,,,,,,
Lasagnes à la bolognaise - 350 g - Casino,céleri,moutarde,crustacé,mollusque,poisson,oeuf,,,,,,,,
Je suis noisette la première pâte à tartiner sans huile de palme,Amande,soja,,,,,,,,,,,,
Graine de Couscous Moyen Ferrero,Gluten,,,,,,,,,,,,,
Graine de Couscous Fin 1 Kg Ferrero,gluten,,,,,,,,,,,,,
Graine de Couscous Moyen - 500 g - Ferrero,gluten,,,,,,,,,,,,,
Graine de couscous fine,gluten,,,,,,,,,,,,,
Cocktail de fruits,noyau,,,,,,,,,,,,,
Cidre Bouché Casino Bio,sulfites,,,,,,,,,,,,,
Gaufrettes aux framboises,fruit à coque,arachide,soja,lait,,,,,,,,,,
Maxi boulettes au boeuf,soja,blé,,,,,,,,,,,,
Carottes en rondelles - 500 g - Lunor,Acides gras saturés,,,,,,,,,,,,,
Lentilles Légumes Vapeur - 500 g - Lunor,Acides gras saturés,,,,,,,,,,,,,
Fette alla Mozzarella - 8 tranches - 200 g - Galbani,Oeuf,,,,,,,,,,,,,
Burger Raclette,Oeufs,,,,,,,,,,,,,
10 tranches de fromage fondu,Oeuf,,,,,,,,,,,,,
Fromage fondu à tartiner,Oeuf,,,,,,,,,,,,,
Alvita,oeuf,,,,,,,,,,,,,
La bûche fondante,Glucides,,,,,,,,,,,,,
pain de mie,lait,oeufs,soja,sésame,,,,,,,,,,
Canapés Toasts Nature,lait,oeuf,noix,,,,,,,,,,,
Harrys American Sandwich 7 céréales,lait,oeufs,soja,,,,,,,,,,,
Brioche tranchée gourmande,Arachides,Céréales,Amandes,Noisettes,Noix de Cajou,Pistaches,Gluten,Oeufs,Soja,,,,,
"brioche tranchée, la recette originale",soja,arachide,sésame,,,,,,,,,,,
DooWap aux pépites de chocolat,Lait,Noisettes,Sésame,Soja,,,,,,,,,,
Beau & Bon Graines & Céréales - 325 g - Harrys,amandes,noix,œufs,,,,,,,,,,,
Brioche Tranchée 5 Céréales,fruits à coques,moutarde,,,,,,,,,,,,
Harrys American Sandwich nature,lait,œufs,soja,,,,,,,,,,,
Pain de mie nature,Soja,Lait,Fruits à coque,Sésame,,,,,,,,,,
Farine complete et son,Oeufs,soja,lait,fruits à coque,moutarde,sésame,,,,,,,,
Brioche tranchée,soja,arachide,sésame,,,,,,,,,,,
Brioche tranchée,soja,arachide,,,,,,,,,,,,
Brioche tranchée,soja,arachide,sésame,,,,,,,,,,,
100% mie complet,Oeuf,Soja,Lait,,,,,,,,,,,
American Sandwich Complet (14 tranches) - 600 g - Harrys,Oeufs,Soja,Lait,Fruits à coque,Sésame,,,,,,,,,
Harrys American Sandwich complet,Oeufs,soja,Lait,fruits à coque,sésame,,,,,,,,,
American Sandwich Complet (14 tranches) Offre économique - 600 g - Harrys ,oeufs,soja,lait,fruits à coque,sésame,,,,,,,,,
Harry's - Extra Moelleux - Nature,oeuf,lait,soja,,,,,,,,,,,
Pain de mie,lait,oeufs,soja,noix,sésame,,,,,,,,,
Burger Gourmand aux graines & céréales (4 Burgers) - 320 g - Beau & Bon,lait,soja,fruits à coque,,,,,,,,,,,
Brioche tranchée Beau & Bon Eclats de chocolat au lait praliné,soja,,,,,,,,,,,,,
100% Mie 7 Céréales Sans croûte (20 tranches) - 500 g - HarrYs,oeufs,lait,fruits à coque,sésame,,,,,,,,,,
Harrys Brioche Tressée,Lait,Soja,,,,,,,,,,,,
Doowap,noisettes,sésame,soja.,,,,,,,,,,,
Pain de mie complet,Lait,oeufs,,,,,,,,,,,,
Pain de mie - Toast brood,lait,oeufs,,,,,,,,,,,,
Pain de mie nature,Lait,,,,,,,,,,,,,
Lipton Thé vert menthe,Néant,,,,,,,,,,,,,
6 cônes vanille-fraise,fruits à coque,,,,,,,,,,,,,
La Galette Charentaise Fourrée mytrille,gluten de blé,oeufs,farine de lupin,lait,fruits à coques,amandes,pistaches,soja,,,,,,
Soja Gratin Bio Bjorg,Cholestérol,,,,,,,,,,,,,
Madeleines aux œufs,oeufs,lait,graines de sésame,,,,,,,,,,,
Bâton de Berger® Mini Nature - 100 g - Justin Bridou,Soja,Fruits à coque,,,,,,,,,,,,
Noix de jambon,fruits à coque,,,,,,,,,,,,,
Palets Pleyben,Blé,Lait,Oeufs,soja,Fruits à coque,,,,,,,,,
Coq'ailes Nature,Oeufs,Lait,Céleri,Moutarde,,,,,,,,,,
Coq'Ailes Mexicain,Céréales,Oeufs,Soja,Lait,Céleri,Moutarde,,,,,,,,
Poulet façon poule au pot mijoté à l'étouffée,Céréales,Oeuf,Soja,Moutarde,,,,,,,,,,
Comté de Choisy Buzet 2002,Sulfites,,,,,,,,,,,,,
Collioure 2011,Sulfites,,,,,,,,,,,,,
Friands royaux,moutarde,céleri,fruits a coques,,,,,,,,,,,
Pain d'épices pur miel 57% en tranches,lait,fruits à coque,,,,,,,,,,,,
Crème de Tomate séchée,sulfites,,,,,,,,,,,,,
Clous de girofle,gluten,sésame,moutarde,céleri,sulfites,,,,,,,,,
,gluten,sesame,moutarde,,,,,,,,,,,
Crème de Citron - Lemon Curd,Noix,Arachide,,,,,,,,,,,,
Crozes-Hermitage,Sulfites,,,,,,,,,,,,,
Le Fromage Fouetté Madame Loïk Nature au sel de Guérande (25% MG) - Pot €co 300 g,Noix,,,,,,,,,,,,,
Le Fromage Fouetté Madame Loïk Nature au sel de Guérande (24% MG) - 150 g,fruits à coque,,,,,,,,,,,,,
Le Fromage Fouetté Madame Loïk Nature au sel de Guérande (25% MG) + 20% Gratuit - 180 g,Noix,,,,,,,,,,,,,
Pierre Schmidt Knacks d'Alsace,Gluten,Lait,Fruits à coques,Moutarde,,,,,,,,,,
pâte brisée,lait,œuf,,,,,,,,,,,,
Ravioli 4 Fromages Pâte fine et fondante - 300 g - Lustucru,poisson,crustacés,noix,,,,,,,,,,,
Gnocchi à poêler- 300 g - Lustucru,Lait,Oeufs,,,,,,,,,,,,
Gnocchi aux pommes de terre,lait,oeufs,,,,,,,,,,,,
Tortellini Boeuf aux petits oignons - 300 g,lait,poisson,crustacés,fruits à coque,,,,,,,,,,
Tortellini à Poêler - 300 g - Jambon Emmental,soja,poisson,crustacés,fruits à coques,,,,,,,,,,
Tortellini 4 fromages LunchBox,Poisson,crustacés,fruits à coque,,,,,,,,,,,
Tortellini Carbonara - LunchBox,Poisson,Crustacés,Fruits à coque,,,,,,,,,,,
Serpentini tomate mozza basilic LunchBox,Oeufs,Poisson,Crustacés,Noix,,,,,,,,,,
Demi-lune aubergine mozzarella,Poisson,Fruits à coque,Soja,,,,,,,,,,,
Tortellini 4 fromages LunchBox,Poisson,Crustacés,Fruits à coque,,,,,,,,,,,
Tortellini Carbonara LunchBox,poisson,crustacés,fruits à coque,,,,,,,,,,,
Fusilli Bolognaise - LunchBox,lait,oeuf,poisson,crustacé,noix,,,,,,,,,
Tortellini Pesto LunchBox,noix,poisson,crustacés,,,,,,,,,,,
Tortellini à Poêler - 300 g - Chèvre Lardons,poisson,crustacé,soja,noix,,,,,,,,,,
cubes à poêler,lait,oeufs,,,,,,,,,,,,
Serpentini Poulet Provençal LunchBox,Poisson,Crustacés,Fruits à coque,,,,,,,,,,,
Serpentini - Cèpes & Poulet - LunchBox,poisson,fruits à coque,crustacés,,,,,,,,,,,
Lustucru - Ravioles à Poêler,poisson,crustacé,fruit à coque,,,,,,,,,,,
Gnocchi à Poêler (+ 15% gratuit) - 351 g - Lustucru,lait,oeuf,,,,,,,,,,,,
Triglioni gourmet jambon speck,poisson,fruits à coque,soja,,,,,,,,,,,
Bolo Balls LunchBox,Poisson,Crustacés,Fruits à coque,,,,,,,,,,,
Gnocchi à poêler - 300 g - Lustucru,Lait,Oeufs,,,,,,,,,,,,
Quenelles nature aux oeufs frais,Poisson,Crustacés,,,,,,,,,,,,
Quenelles Traiteur brochet,lait,,,,,,,,,,,,,
Galette au blé noir Lardons chèvre affiné,Gluten,Oeuf,Lait,,,,,,,,,,,
Jambon beurre,oeuf,moutarde,,,,,,,,,,,,
Tortellini Ricotta Epinards Sauce au  Parmesan Pastabox ®,Gluten,Oeuf,Lait,,,,,,,,,,,
Tortellini Jambon sauce au Parmesan PastaBox,Gluten,Lait,Oeuf,,,,,,,,,,,
Fusilli à la Bolognaise PastaBox ® aux pâtes fraîches - 300 g - Sodebo,gluten,oeufs,,,,,,,,,,,,
Fusilli à la carbonara Pastabox ®,Gluten,Oeuf,Lait,,,,,,,,,,,
Fusilli au Saumon - PastaBox,Gluten,Lait,Poisson,Oeuf,,,,,,,,,,
Nouilles chinoises au poulet et légumes croquants PastaBox,Gluten,Oeuf,Soja,Sésame,,,,,,,,,,
PastaBox Collezione Tomates marinées Jambon Speck Sodebo,gluten,oeuf,lait,,,,,,,,,,,
Tortellini Jambon Légumes Marinés PastaBox Collezione,Gluten,Oeuf,Lait,,,,,,,,,,,
Tortellini Pesto Rosso PastaBox Collezione,Gluten,Oeuf,Lait,Fruits à coque,,,,,,,,,,
"Pizza Chiffonade de jambon, billes de Mozzarella & Roquette Prosciutto Sodebo",gluten,lait,oeuf,,,,,,,,,,,
Sodebo Dolce Pizza Campanella,Oeufs,,,,,,,,,,,,,
Dolce Pizza Billes de Mozzarella & Chiffonnade de jambon PROSCIUTTO,oeuf,,,,,,,,,,,,,
Dolce Pizza 4 Stagioni,Oeuf,,,,,,,,,,,,,
Pizza Jambon Fromage,Gluten,Oeuf,Lait,,,,,,,,,,,
Pizza Style Jambon Emmental,Gluten,Lait,,,,,,,,,,,,
Pizza Style Bacon Chèvre,gluten,lait,,,,,,,,,,,,
Jambon Cheddar Salade - 210 g - Sodebo,gluten,lait,oeuf,moutarde,poisson,,,,,,,,,
Sandwich Poulet Caesar,Poisson,,,,,,,,,,,,,
So Gourmand Bacon Tomate Salade,Gluten,Lait,Oeuf,Moutarde,Poisson,,,,,,,,,
"Sandwich Jambon Speck Mozzarella Tomate, pain de mie aux céréales",Poisson,Moutarde,,,,,,,,,,,,
"Jambon Beurre, pain complet",gluten,lait,moutarde,œuf,,,,,,,,,,
Poulet rôti Emmental Tomate sauce Pesto,gluten,lait,œuf,moutarde,,,,,,,,,,
le Campagne Jambon Emmental Salade,gluten,lait,fruits à coque,graines de sésame,œuf,,,,,,,,,
Le Suédois,gluten,lait,,,,,,,,,,,,
Le suédois Poulet-Tandoori,gluten,moutarde,oeuf,,,,,,,,,,,
Maxi Poulet rôti crudités,gluten,oeuf,moutarde,,,,,,,,,,,
Le méga viennois,Lait,Gluten,Moutarde,,,,,,,,,,,
Salade Manhattan,Gluten,Oeuf,Lait,Soja,,,,,,,,,,
"Salade & Compagnie, Montmartre - 320 g - Sodebo",soja,Blé,oeuf,lactose,sulfites,,,,,,,,,
"Salade & Compagnie, Antibes - 320 g - Sodebo",gluten,lait,sulfites,blé,oeuf,,,,,,,,,
 Salade & Compagnie - Istanbul,Gluten,Lait,Sulfites,,,,,,,,,,,
"Salade et compagnie, Manhattan",lait,soja,gluten,œuf,,,,,,,,,,
Taboulé émincés de jambon rôti,Lait,Soja,,,,,,,,,,,,
4 Nems au Crabe 75 g et un sachet de sauce Nuoc Mam - 330 g,lait,soja,céleri,mollusques,gluten,crustacés,oeuf,poisson,,,,,,
